,SP500,SP500+1,ret_SP500,ret_SP500+1
12/3/73,93.9,93.59,-2.146727803,-0.330138445
12/4/73,93.59,92.16,-0.330138445,-1.527941019
12/5/73,92.16,94.42,-1.527941019,2.452256944
12/6/73,94.42,96.51,2.452256944,2.213514086
12/7/73,96.51,97.95,2.213514086,1.49207336
12/10/73,97.95,96.04,1.49207336,-1.949974477
12/11/73,96.04,93.57,-1.949974477,-2.571845065
12/12/73,93.57,92.38,-2.571845065,-1.271775142
12/13/73,92.38,93.29,-1.271775142,0.985061702
12/14/73,93.29,92.75,0.985061702,-0.578840176
12/17/73,92.75,94.74,-0.578840176,2.145552561
12/18/73,94.74,94.82,2.145552561,0.08444163
12/19/73,94.82,94.55,0.08444163,-0.284750053
12/20/73,94.55,93.54,-0.284750053,-1.068217874
12/21/73,93.54,92.9,-1.068217874,-0.684199273
12/24/73,92.9,92.9,-0.684199273,0
12/25/73,92.9,95.74,0,3.057050592
12/26/73,95.74,97.74,3.057050592,2.088991017
12/27/73,97.74,97.54,2.088991017,-0.204624514
12/28/73,97.54,97.55,-0.204624514,0.010252204
12/31/73,97.55,97.55,0.010252204,0
1/1/74,97.55,97.68,0,0.133264992
1/2/74,97.68,99.8,0.133264992,2.17035217
1/3/74,99.8,98.9,2.17035217,-0.901803607
1/4/74,98.9,98.07,-0.901803607,-0.839231547
1/7/74,98.07,96.12,-0.839231547,-1.98837565
1/8/74,96.12,93.42,-1.98837565,-2.808988764
1/9/74,93.42,92.39,-2.808988764,-1.102547634
1/10/74,92.39,93.66,-1.102547634,1.374607642
1/11/74,93.66,93.42,1.374607642,-0.256245996
1/14/74,93.42,94.23,-0.256245996,0.867052023
1/15/74,94.23,95.67,0.867052023,1.52817574
1/16/74,95.67,97.3,1.52817574,1.703773388
1/17/74,97.3,95.56,1.703773388,-1.788283659
1/18/74,95.56,95.4,-1.788283659,-0.167434073
1/21/74,95.4,96.55,-0.167434073,1.205450734
1/22/74,96.55,97.07,1.205450734,0.538581046
1/23/74,97.07,96.82,0.538581046,-0.257546101
1/24/74,96.82,96.63,-0.257546101,-0.196240446
1/25/74,96.63,96.09,-0.196240446,-0.558832661
1/28/74,96.09,96.01,-0.558832661,-0.083255282
1/29/74,96.01,97.06,-0.083255282,1.09363608
1/30/74,97.06,96.57,1.09363608,-0.504842366
1/31/74,96.57,95.32,-0.504842366,-1.294397846
2/1/74,95.32,93.29,-1.294397846,-2.129668485
2/4/74,93.29,93,-2.129668485,-0.310858613
2/5/74,93,93.26,-0.310858613,0.279569892
2/6/74,93.26,93.3,0.279569892,0.042890843
2/7/74,93.3,92.33,0.042890843,-1.03965702
2/8/74,92.33,90.66,-1.03965702,-1.808729557
2/11/74,90.66,90.94,-1.808729557,0.308846239
2/12/74,90.94,90.98,0.308846239,0.043985045
2/13/74,90.98,90.95,0.043985045,-0.03297428
2/14/74,90.95,92.27,-0.03297428,1.451346894
2/15/74,92.27,92.27,1.451346894,0
2/18/74,92.27,92.12,0,-0.162566381
2/19/74,92.12,93.44,-0.162566381,1.432913591
2/20/74,93.44,94.71,1.432913591,1.359160959
2/21/74,94.71,95.39,1.359160959,0.717981206
2/22/74,95.39,95.03,0.717981206,-0.37739805
2/25/74,95.03,96,-0.37739805,1.020730296
2/26/74,96,96.4,1.020730296,0.416666667
2/27/74,96.4,96.22,0.416666667,-0.186721992
2/28/74,96.22,95.53,-0.186721992,-0.717106631
3/1/74,95.53,95.53,-0.717106631,0
3/4/74,95.53,97.32,0,1.873756935
3/5/74,97.32,97.98,1.873756935,0.678175092
3/6/74,97.98,96.94,0.678175092,-1.06144111
3/7/74,96.94,97.78,-1.06144111,0.86651537
3/8/74,97.78,98.88,0.86651537,1.124974432
3/11/74,98.88,99.15,1.124974432,0.273058252
3/12/74,99.15,99.74,0.273058252,0.595057993
3/13/74,99.74,99.65,0.595057993,-0.09023461
3/14/74,99.65,99.28,-0.09023461,-0.371299548
3/15/74,99.28,98.05,-0.371299548,-1.238920226
3/18/74,98.05,97.23,-1.238920226,-0.836308006
3/19/74,97.23,97.57,-0.836308006,0.349686311
3/20/74,97.57,97.34,0.349686311,-0.235728195
3/21/74,97.34,97.27,-0.235728195,-0.071912883
3/22/74,97.27,97.64,-0.071912883,0.380384497
3/25/74,97.64,97.95,0.380384497,0.317492831
3/26/74,97.95,96.59,0.317492831,-1.388463502
3/27/74,96.59,94.82,-1.388463502,-1.832487835
3/28/74,94.82,93.98,-1.832487835,-0.885889053
3/29/74,93.98,93.25,-0.885889053,-0.776761013
4/1/74,93.25,93.35,-0.776761013,0.107238606
4/2/74,93.35,94.33,0.107238606,1.049812533
4/3/74,94.33,94.33,1.049812533,0
4/4/74,94.33,93.01,0,-1.399342733
4/5/74,93.01,92.03,-1.399342733,-1.053650145
4/8/74,92.03,92.61,-1.053650145,0.630229273
4/9/74,92.61,92.4,0.630229273,-0.22675737
4/10/74,92.4,92.12,-0.22675737,-0.303030303
4/11/74,92.12,92.12,-0.303030303,0
4/12/74,92.12,92.05,0,-0.075987842
4/15/74,92.05,93.66,-0.075987842,1.74904943
4/16/74,93.66,94.36,1.74904943,0.747384155
4/17/74,94.36,94.78,0.747384155,0.445103858
4/18/74,94.78,93.75,0.445103858,-1.086727158
4/19/74,93.75,93.38,-1.086727158,-0.394666667
4/22/74,93.38,91.81,-0.394666667,-1.681302206
4/23/74,91.81,90.3,-1.681302206,-1.644701013
4/24/74,90.3,89.57,-1.644701013,-0.80841639
4/25/74,89.57,90.18,-0.80841639,0.681031595
4/26/74,90.18,90,0.681031595,-0.199600798
4/29/74,90,90.31,-0.199600798,0.344444444
4/30/74,90.31,92.22,0.344444444,2.114937438
5/1/74,92.22,92.09,2.114937438,-0.140967252
5/2/74,92.09,91.29,-0.140967252,-0.868715387
5/3/74,91.29,91.12,-0.868715387,-0.186219739
5/6/74,91.12,91.46,-0.186219739,0.373134328
5/7/74,91.46,91.64,0.373134328,0.196807347
5/8/74,91.64,92.96,0.196807347,1.440419031
5/9/74,92.96,91.47,1.440419031,-1.602839931
5/10/74,91.47,90.66,-1.602839931,-0.885536241
5/13/74,90.66,90.69,-0.885536241,0.033090668
5/14/74,90.69,90.45,0.033090668,-0.264637777
5/15/74,90.45,89.72,-0.264637777,-0.807075732
5/16/74,89.72,88.21,-0.807075732,-1.683013821
5/17/74,88.21,87.86,-1.683013821,-0.39678041
5/20/74,87.86,87.91,-0.39678041,0.056908718
5/21/74,87.91,87.09,0.056908718,-0.932772153
5/22/74,87.09,87.29,-0.932772153,0.229647491
5/23/74,87.29,88.58,0.229647491,1.477832512
5/24/74,88.58,88.58,1.477832512,0
5/27/74,88.58,88.37,0,-0.237073832
5/28/74,88.37,86.89,-0.237073832,-1.674776508
5/29/74,86.89,87.43,-1.674776508,0.621475429
5/30/74,87.43,87.28,0.621475429,-0.171565824
5/31/74,87.28,89.1,-0.171565824,2.085242896
6/3/74,89.1,90.14,2.085242896,1.167227834
6/4/74,90.14,90.31,1.167227834,0.188595518
6/5/74,90.31,91.96,0.188595518,1.827040195
6/6/74,91.96,92.55,1.827040195,0.641583297
6/7/74,92.55,93.1,0.641583297,0.594273366
6/10/74,93.1,92.28,0.594273366,-0.880773362
6/11/74,92.28,92.06,-0.880773362,-0.238404855
6/12/74,92.06,92.34,-0.238404855,0.304149468
6/13/74,92.34,91.3,0.304149468,-1.126272471
6/14/74,91.3,90.04,-1.126272471,-1.380065717
6/17/74,90.04,89.45,-1.380065717,-0.655264327
6/18/74,89.45,88.84,-0.655264327,-0.681945221
6/19/74,88.84,88.21,-0.681945221,-0.709140027
6/20/74,88.21,87.46,-0.709140027,-0.850243737
6/21/74,87.46,87.69,-0.850243737,0.262977361
6/24/74,87.69,88.98,0.262977361,1.471091345
6/25/74,88.98,87.67,1.471091345,-1.472240953
6/26/74,87.67,86.31,-1.472240953,-1.551271815
6/27/74,86.31,86,-1.551271815,-0.359170432
6/28/74,86,86.02,-0.359170432,0.023255814
7/1/74,86.02,84.3,0.023255814,-1.999534992
7/2/74,84.3,84.25,-1.999534992,-0.059311981
7/3/74,84.25,84.25,-0.059311981,0
7/4/74,84.25,83.66,0,-0.700296736
7/5/74,83.66,81.09,-0.700296736,-3.071957925
7/8/74,81.09,81.48,-3.071957925,0.480947096
7/9/74,81.48,79.99,0.480947096,-1.828669612
7/10/74,79.99,79.89,-1.828669612,-0.125015627
7/11/74,79.89,83.15,-0.125015627,4.08061084
7/12/74,83.15,83.78,4.08061084,0.757666867
7/15/74,83.78,82.81,0.757666867,-1.157794223
7/16/74,82.81,83.7,-1.157794223,1.074749426
7/17/74,83.7,83.78,1.074749426,0.09557945
7/18/74,83.78,83.54,0.09557945,-0.28646455
7/19/74,83.54,83.81,-0.28646455,0.323198468
7/22/74,83.81,84.65,0.323198468,1.002267033
7/23/74,84.65,84.99,1.002267033,0.401653869
7/24/74,84.99,83.98,0.401653869,-1.188375103
7/25/74,83.98,82.4,-1.188375103,-1.881400333
7/26/74,82.4,80.94,-1.881400333,-1.77184466
7/29/74,80.94,80.5,-1.77184466,-0.543612553
7/30/74,80.5,79.31,-0.543612553,-1.47826087
7/31/74,79.31,78.75,-1.47826087,-0.706090026
8/1/74,78.75,78.59,-0.706090026,-0.203174603
8/2/74,78.59,79.29,-0.203174603,0.890698562
8/5/74,79.29,80.52,0.890698562,1.551267499
8/6/74,80.52,82.65,1.551267499,2.645305514
8/7/74,82.65,81.57,2.645305514,-1.306715064
8/8/74,81.57,80.86,-1.306715064,-0.870418046
8/9/74,80.86,79.75,-0.870418046,-1.372743013
8/12/74,79.75,78.49,-1.372743013,-1.579937304
8/13/74,78.49,76.73,-1.579937304,-2.242323863
8/14/74,76.73,76.3,-2.242323863,-0.560406621
8/15/74,76.3,75.67,-0.560406621,-0.825688073
8/16/74,75.67,74.57,-0.825688073,-1.453680455
8/19/74,74.57,74.95,-1.453680455,0.509588306
8/20/74,74.95,73.51,0.509588306,-1.921280854
8/21/74,73.51,72.8,-1.921280854,-0.965854986
8/22/74,72.8,71.55,-0.965854986,-1.717032967
8/23/74,71.55,72.16,-1.717032967,0.852550664
8/26/74,72.16,70.94,0.852550664,-1.690687361
8/27/74,70.94,70.76,-1.690687361,-0.253735551
8/28/74,70.76,69.99,-0.253735551,-1.088185415
8/29/74,69.99,72.15,-1.088185415,3.086155165
8/30/74,72.15,72.15,3.086155165,0
9/2/74,72.15,70.52,0,-2.259182259
9/3/74,70.52,68.69,-2.259182259,-2.595008508
9/4/74,68.69,70.87,-2.595008508,3.173678847
9/5/74,70.87,71.42,3.173678847,0.776068858
9/6/74,71.42,69.72,0.776068858,-2.380285634
9/9/74,69.72,69.24,-2.380285634,-0.688468158
9/10/74,69.24,68.55,-0.688468158,-0.996533795
9/11/74,68.55,66.71,-0.996533795,-2.684172137
9/12/74,66.71,65.2,-2.684172137,-2.263528706
9/13/74,65.2,66.23,-2.263528706,1.579754601
9/16/74,66.23,67.38,1.579754601,1.736373245
9/17/74,67.38,67.72,1.736373245,0.504600772
9/18/74,67.72,70.09,0.504600772,3.499704666
9/19/74,70.09,70.14,3.499704666,0.071336853
9/20/74,70.14,69.42,0.071336853,-1.026518392
9/23/74,69.42,68.02,-1.026518392,-2.016709882
9/24/74,68.02,67.57,-2.016709882,-0.661570126
9/25/74,67.57,66.46,-0.661570126,-1.642740861
9/26/74,66.46,64.94,-1.642740861,-2.287089979
9/27/74,64.94,63.54,-2.287089979,-2.155836156
9/30/74,63.54,63.39,-2.155836156,-0.236071766
10/1/74,63.39,63.38,-0.236071766,-0.015775359
10/2/74,63.38,62.28,-0.015775359,-1.735563269
10/3/74,62.28,62.34,-1.735563269,0.096339114
10/4/74,62.34,64.95,0.096339114,4.186717998
10/7/74,64.95,64.84,4.186717998,-0.169361047
10/8/74,64.84,67.82,-0.169361047,4.595928439
10/9/74,67.82,69.79,4.595928439,2.904747862
10/10/74,69.79,71.14,2.904747862,1.934374552
10/11/74,71.14,72.74,1.934374552,2.249086309
10/14/74,72.74,71.44,2.249086309,-1.787187242
10/15/74,71.44,70.33,-1.787187242,-1.5537514
10/16/74,70.33,71.17,-1.5537514,1.194369401
10/17/74,71.17,72.28,1.194369401,1.559645918
10/18/74,72.28,73.5,1.559645918,1.687880465
10/21/74,73.5,73.13,1.687880465,-0.503401361
10/22/74,73.13,71.03,-0.503401361,-2.871598523
10/23/74,71.03,70.22,-2.871598523,-1.140363227
10/24/74,70.22,70.12,-1.140363227,-0.14240957
10/25/74,70.12,70.09,-0.14240957,-0.042783799
10/28/74,70.09,72.83,-0.042783799,3.909259523
10/29/74,72.83,74.31,3.909259523,2.032129617
10/30/74,74.31,73.9,2.032129617,-0.5517427
10/31/74,73.9,73.88,-0.5517427,-0.027063599
11/1/74,73.88,73.08,-0.027063599,-1.082837033
11/4/74,73.08,75.11,-1.082837033,2.777777778
11/5/74,75.11,74.75,2.777777778,-0.479297031
11/6/74,74.75,75.21,-0.479297031,0.615384615
11/7/74,75.21,74.91,0.615384615,-0.398883127
11/8/74,74.91,75.15,-0.398883127,0.320384461
11/11/74,75.15,73.67,0.320384461,-1.969394544
11/12/74,73.67,73.35,-1.969394544,-0.434369486
11/13/74,73.35,73.06,-0.434369486,-0.39536469
11/14/74,73.06,71.91,-0.39536469,-1.574048727
11/15/74,71.91,69.27,-1.574048727,-3.671255736
11/18/74,69.27,68.2,-3.671255736,-1.544680237
11/19/74,68.2,67.9,-1.544680237,-0.439882698
11/20/74,67.9,68.18,-0.439882698,0.412371134
11/21/74,68.18,68.9,0.412371134,1.056028161
11/22/74,68.9,68.83,1.056028161,-0.101596517
11/25/74,68.83,69.47,-0.101596517,0.92982711
11/26/74,69.47,69.94,0.92982711,0.676551029
11/27/74,69.94,69.94,0.676551029,0
11/28/74,69.94,69.97,0,0.042893909
11/29/74,69.97,68.11,0.042893909,-2.658282121
12/2/74,68.11,67.17,-2.658282121,-1.380120393
12/3/74,67.17,67.41,-1.380120393,0.357302367
12/4/74,67.41,66.13,0.357302367,-1.898828067
12/5/74,66.13,65.01,-1.898828067,-1.693633752
12/6/74,65.01,65.6,-1.693633752,0.907552684
12/9/74,65.6,67.28,0.907552684,2.56097561
12/10/74,67.28,67.67,2.56097561,0.579667063
12/11/74,67.67,67.45,0.579667063,-0.325107138
12/12/74,67.45,67.07,-0.325107138,-0.563380282
12/13/74,67.07,66.46,-0.563380282,-0.90949754
12/16/74,66.46,67.58,-0.90949754,1.685224195
12/17/74,67.58,67.9,1.685224195,0.473512874
12/18/74,67.9,67.65,0.473512874,-0.368188513
12/19/74,67.65,66.91,-0.368188513,-1.093865484
12/20/74,66.91,65.96,-1.093865484,-1.419817666
12/23/74,65.96,66.88,-1.419817666,1.394784718
12/24/74,66.88,66.88,1.394784718,0
12/25/74,66.88,67.44,0,0.837320574
12/26/74,67.44,67.14,0.837320574,-0.444839858
12/27/74,67.14,67.16,-0.444839858,0.029788502
12/30/74,67.16,68.56,0.029788502,2.084574151
12/31/74,68.56,68.56,2.084574151,0
1/1/75,68.56,70.23,0,2.435822637
1/2/75,70.23,70.71,2.435822637,0.683468603
1/3/75,70.71,71.07,0.683468603,0.509121765
1/6/75,71.07,71.02,0.509121765,-0.070353173
1/7/75,71.02,70.04,-0.070353173,-1.379892988
1/8/75,70.04,71.17,-1.379892988,1.613363792
1/9/75,71.17,72.61,1.613363792,2.023324434
1/10/75,72.61,72.31,2.023324434,-0.413166231
1/13/75,72.31,71.68,-0.413166231,-0.87124879
1/14/75,71.68,72.14,-0.87124879,0.641741071
1/15/75,72.14,72.05,0.641741071,-0.124757416
1/16/75,72.05,70.96,-0.124757416,-1.512838307
1/17/75,70.96,71.08,-1.512838307,0.169109357
1/20/75,71.08,70.7,0.169109357,-0.534608891
1/21/75,70.7,71.74,-0.534608891,1.471004243
1/22/75,71.74,72.07,1.471004243,0.459994424
1/23/75,72.07,72.98,0.459994424,1.262661302
1/24/75,72.98,75.37,1.262661302,3.274869827
1/27/75,75.37,76.03,3.274869827,0.875679979
1/28/75,76.03,77.26,0.875679979,1.617782454
1/29/75,77.26,76.21,1.617782454,-1.359047373
1/30/75,76.21,76.98,-1.359047373,1.010366094
1/31/75,76.98,77.82,1.010366094,1.091192518
2/3/75,77.82,77.61,1.091192518,-0.269853508
2/4/75,77.61,78.95,-0.269853508,1.726581626
2/5/75,78.95,78.56,1.726581626,-0.493983534
2/6/75,78.56,78.63,-0.493983534,0.08910387
2/7/75,78.63,78.36,0.08910387,-0.343380389
2/10/75,78.36,78.58,-0.343380389,0.280755487
2/11/75,78.58,79.92,0.280755487,1.705268516
2/12/75,79.92,81.01,1.705268516,1.363863864
2/13/75,81.01,81.5,1.363863864,0.604863597
2/14/75,81.5,81.5,0.604863597,0
2/17/75,81.5,80.93,0,-0.699386503
2/18/75,80.93,81.44,-0.699386503,0.630174225
2/19/75,81.44,82.21,0.630174225,0.945481336
2/20/75,82.21,82.62,0.945481336,0.498722783
2/21/75,82.62,81.44,0.498722783,-1.428225611
2/24/75,81.44,79.53,-1.428225611,-2.345284872
2/25/75,79.53,80.37,-2.345284872,1.056205206
2/26/75,80.37,80.77,1.056205206,0.497698146
2/27/75,80.77,81.59,0.497698146,1.015228426
2/28/75,81.59,83.03,1.015228426,1.764922172
3/3/75,83.03,83.56,1.764922172,0.638323498
3/4/75,83.56,82.9,0.638323498,-0.789851604
3/5/75,82.9,83.69,-0.789851604,0.952955368
3/6/75,83.69,84.3,0.952955368,0.728880392
3/7/75,84.3,84.95,0.728880392,0.771055753
3/10/75,84.95,84.36,0.771055753,-0.694526192
3/11/75,84.36,83.59,-0.694526192,-0.91275486
3/12/75,83.59,83.74,-0.91275486,0.179447302
3/13/75,83.74,84.76,0.179447302,1.218055887
3/14/75,84.76,86.01,1.218055887,1.474752242
3/17/75,86.01,85.13,1.474752242,-1.023136845
3/18/75,85.13,84.34,-1.023136845,-0.927992482
3/19/75,84.34,83.61,-0.927992482,-0.865544226
3/20/75,83.61,83.39,-0.865544226,-0.26312642
3/21/75,83.39,81.42,-0.26312642,-2.362393572
3/24/75,81.42,82.06,-2.362393572,0.786047654
3/25/75,82.06,83.59,0.786047654,1.864489398
3/26/75,83.59,83.85,1.864489398,0.311041991
3/27/75,83.85,83.85,0.311041991,0
3/28/75,83.85,83.36,0,-0.584376863
3/31/75,83.36,82.64,-0.584376863,-0.863723608
4/1/75,82.64,82.43,-0.863723608,-0.25411423
4/2/75,82.43,81.51,-0.25411423,-1.116098508
4/3/75,81.51,80.88,-1.116098508,-0.772911299
4/4/75,80.88,80.35,-0.772911299,-0.65529179
4/7/75,80.35,80.99,-0.65529179,0.796515246
4/8/75,80.99,82.84,0.796515246,2.284232621
4/9/75,82.84,83.77,2.284232621,1.122646065
4/10/75,83.77,84.18,1.122646065,0.489435359
4/11/75,84.18,85.6,0.489435359,1.686861487
4/14/75,85.6,86.3,1.686861487,0.817757009
4/15/75,86.3,86.6,0.817757009,0.347624565
4/16/75,86.6,87.25,0.347624565,0.750577367
4/17/75,87.25,86.3,0.750577367,-1.088825215
4/18/75,86.3,87.23,-1.088825215,1.077636153
4/21/75,87.23,87.09,1.077636153,-0.160495242
4/22/75,87.09,86.12,-0.160495242,-1.113790332
4/23/75,86.12,86.04,-1.113790332,-0.092893637
4/24/75,86.04,86.62,-0.092893637,0.674105067
4/25/75,86.62,86.23,0.674105067,-0.450242438
4/28/75,86.23,85.64,-0.450242438,-0.68421663
4/29/75,85.64,87.3,-0.68421663,1.938346567
4/30/75,87.3,88.1,1.938346567,0.916380298
5/1/75,88.1,89.22,0.916380298,1.271282633
5/2/75,89.22,90.08,1.271282633,0.963909437
5/5/75,90.08,88.64,0.963909437,-1.598579041
5/6/75,88.64,89.08,-1.598579041,0.496389892
5/7/75,89.08,89.56,0.496389892,0.538841491
5/8/75,89.56,90.53,0.538841491,1.0830728
5/9/75,90.53,90.61,1.0830728,0.088368497
5/12/75,90.61,91.58,0.088368497,1.070522017
5/13/75,91.58,92.27,1.070522017,0.753439616
5/14/75,92.27,91.41,0.753439616,-0.932047253
5/15/75,91.41,90.43,-0.932047253,-1.072092769
5/16/75,90.43,90.53,-1.072092769,0.110582771
5/19/75,90.53,90.07,0.110582771,-0.508118856
5/20/75,90.07,89.06,-0.508118856,-1.121350061
5/21/75,89.06,89.39,-1.121350061,0.370536717
5/22/75,89.39,90.58,0.370536717,1.331245106
5/23/75,90.58,90.58,1.331245106,0
5/26/75,90.58,90.34,0,-0.264959152
5/27/75,90.34,89.71,-0.264959152,-0.697365508
5/28/75,89.71,89.68,-0.697365508,-0.033441088
5/29/75,89.68,91.15,-0.033441088,1.639161463
5/30/75,91.15,92.58,1.639161463,1.568842567
6/2/75,92.58,92.89,1.568842567,0.334845539
6/3/75,92.89,92.6,0.334845539,-0.312197223
6/4/75,92.6,92.69,-0.312197223,0.097192225
6/5/75,92.69,92.48,0.097192225,-0.226561657
6/6/75,92.48,91.21,-0.226561657,-1.373269896
6/9/75,91.21,90.44,-1.373269896,-0.844205679
6/10/75,90.44,90.55,-0.844205679,0.121627598
6/11/75,90.55,90.08,0.121627598,-0.519050248
6/12/75,90.08,90.52,-0.519050248,0.488454707
6/13/75,90.52,91.46,0.488454707,1.038444543
6/16/75,91.46,90.58,1.038444543,-0.962169254
6/17/75,90.58,90.39,-0.962169254,-0.209759329
6/18/75,90.39,92.02,-0.209759329,1.803296825
6/19/75,92.02,92.61,1.803296825,0.641164964
6/20/75,92.61,93.62,0.641164964,1.090594968
6/23/75,93.62,94.19,1.090594968,0.608844264
6/24/75,94.19,94.62,0.608844264,0.456524047
6/25/75,94.62,94.81,0.456524047,0.200803213
6/26/75,94.81,94.81,0.200803213,0
6/27/75,94.81,95.19,0,0.400801603
6/30/75,95.19,94.85,0.400801603,-0.357180376
7/1/75,94.85,94.18,-0.357180376,-0.706378492
7/2/75,94.18,94.36,-0.706378492,0.191123381
7/3/75,94.36,94.36,0.191123381,0
7/4/75,94.36,93.54,0,-0.869012293
7/7/75,93.54,93.39,-0.869012293,-0.160359205
7/8/75,93.39,94.8,-0.160359205,1.509797623
7/9/75,94.8,94.81,1.509797623,0.010548523
7/10/75,94.81,94.66,0.010548523,-0.158211159
7/11/75,94.66,95.19,-0.158211159,0.559898584
7/14/75,95.19,95.61,0.559898584,0.441222818
7/15/75,95.61,94.61,0.441222818,-1.045915699
7/16/75,94.61,93.63,-1.045915699,-1.035831307
7/17/75,93.63,93.2,-1.035831307,-0.459254512
7/18/75,93.2,92.44,-0.459254512,-0.815450644
7/21/75,92.44,91.45,-0.815450644,-1.07096495
7/22/75,91.45,90.18,-1.07096495,-1.388737015
7/23/75,90.18,90.07,-1.388737015,-0.121978266
7/24/75,90.07,89.29,-0.121978266,-0.865993116
7/25/75,89.29,88.69,-0.865993116,-0.671967746
7/28/75,88.69,88.19,-0.671967746,-0.563761416
7/29/75,88.19,88.83,-0.563761416,0.725705862
7/30/75,88.83,88.75,0.725705862,-0.090059665
7/31/75,88.75,87.99,-0.090059665,-0.856338028
8/1/75,87.99,87.15,-0.856338028,-0.954653938
8/4/75,87.15,86.23,-0.954653938,-1.055651176
8/5/75,86.23,86.25,-1.055651176,0.023193784
8/6/75,86.25,86.3,0.023193784,0.057971014
8/7/75,86.3,86.02,0.057971014,-0.324449594
8/8/75,86.02,86.55,-0.324449594,0.616135782
8/11/75,86.55,87.12,0.616135782,0.658578856
8/12/75,87.12,85.97,0.658578856,-1.320018365
8/13/75,85.97,85.6,-1.320018365,-0.430382692
8/14/75,85.6,86.36,-0.430382692,0.887850467
8/15/75,86.36,86.2,0.887850467,-0.185270959
8/18/75,86.2,84.95,-0.185270959,-1.450116009
8/19/75,84.95,83.22,-1.450116009,-2.036492054
8/20/75,83.22,83.07,-2.036492054,-0.180245133
8/21/75,83.07,84.28,-0.180245133,1.456602865
8/22/75,84.28,85.06,1.456602865,0.925486474
8/25/75,85.06,83.96,0.925486474,-1.293204797
8/26/75,83.96,84.43,-1.293204797,0.559790376
8/27/75,84.43,86.4,0.559790376,2.333293853
8/28/75,86.4,86.88,2.333293853,0.555555556
8/29/75,86.88,86.88,0.555555556,0
9/1/75,86.88,85.48,0,-1.611418048
9/2/75,85.48,86.03,-1.611418048,0.643425363
9/3/75,86.03,86.2,0.643425363,0.197605486
9/4/75,86.2,85.62,0.197605486,-0.672853828
9/5/75,85.62,85.89,-0.672853828,0.315346882
9/8/75,85.89,84.6,0.315346882,-1.501921062
9/9/75,84.6,83.79,-1.501921062,-0.957446809
9/10/75,83.79,83.45,-0.957446809,-0.405776346
9/11/75,83.45,83.3,-0.405776346,-0.179748352
9/12/75,83.3,82.88,-0.179748352,-0.504201681
9/15/75,82.88,82.09,-0.504201681,-0.953185328
9/16/75,82.09,82.37,-0.953185328,0.341089049
9/17/75,82.37,84.06,0.341089049,2.051717858
9/18/75,84.06,85.88,2.051717858,2.165120152
9/19/75,85.88,85.07,2.165120152,-0.943176525
9/22/75,85.07,84.94,-0.943176525,-0.152815329
9/23/75,84.94,85.74,-0.152815329,0.9418413
9/24/75,85.74,85.64,0.9418413,-0.116631677
9/25/75,85.64,86.19,-0.116631677,0.64222326
9/26/75,86.19,85.03,0.64222326,-1.345863789
9/29/75,85.03,83.87,-1.345863789,-1.364224391
9/30/75,83.87,82.93,-1.364224391,-1.120782163
10/1/75,82.93,83.82,-1.120782163,1.07319426
10/2/75,83.82,85.95,1.07319426,2.541159628
10/3/75,85.95,86.88,2.541159628,1.082024433
10/6/75,86.88,86.77,1.082024433,-0.126611418
10/7/75,86.77,87.94,-0.126611418,1.348392301
10/8/75,87.94,88.37,1.348392301,0.488969752
10/9/75,88.37,88.21,0.488969752,-0.18105692
10/10/75,88.21,89.46,-0.18105692,1.417072894
10/13/75,89.46,89.28,1.417072894,-0.201207243
10/14/75,89.28,89.23,-0.201207243,-0.056003584
10/15/75,89.23,89.37,-0.056003584,0.156897904
10/16/75,89.37,88.86,0.156897904,-0.570661296
10/17/75,88.86,89.82,-0.570661296,1.080351114
10/20/75,89.82,90.56,1.080351114,0.823869962
10/21/75,90.56,90.71,0.823869962,0.165636042
10/22/75,90.71,91.24,0.165636042,0.584279572
10/23/75,91.24,89.83,0.584279572,-1.545374836
10/24/75,89.83,89.73,-1.545374836,-0.111321385
10/27/75,89.73,90.51,-0.111321385,0.86927449
10/28/75,90.51,89.39,0.86927449,-1.237432328
10/29/75,89.39,89.31,-1.237432328,-0.089495469
10/30/75,89.31,89.04,-0.089495469,-0.30231777
10/31/75,89.04,88.09,-0.30231777,-1.066936208
11/3/75,88.09,88.51,-1.066936208,0.476785106
11/4/75,88.51,89.15,0.476785106,0.723082138
11/5/75,89.15,89.55,0.723082138,0.448681997
11/6/75,89.55,89.33,0.448681997,-0.245672808
11/7/75,89.33,89.34,-0.245672808,0.011194448
11/10/75,89.34,89.87,0.011194448,0.59323931
11/11/75,89.87,91.19,0.59323931,1.46878825
11/12/75,91.19,91.04,1.46878825,-0.164491721
11/13/75,91.04,90.97,-0.164491721,-0.076889279
11/14/75,90.97,91.46,-0.076889279,0.538639112
11/17/75,91.46,91,0.538639112,-0.50295211
11/18/75,91,89.98,-0.50295211,-1.120879121
11/19/75,89.98,89.64,-1.120879121,-0.377861747
11/20/75,89.64,89.53,-0.377861747,-0.122713075
11/21/75,89.53,89.7,-0.122713075,0.189880487
11/24/75,89.7,90.71,0.189880487,1.125975474
11/25/75,90.71,90.94,1.125975474,0.253555286
11/26/75,90.94,90.94,0.253555286,0
11/27/75,90.94,91.24,0,0.329887838
11/28/75,91.24,90.67,0.329887838,-0.624725997
12/1/75,90.67,89.33,-0.624725997,-1.477886842
12/2/75,89.33,87.6,-1.477886842,-1.936639427
12/3/75,87.6,87.84,-1.936639427,0.273972603
