,SP500,SP500+1,ret_SP500,ret_SP500+1
12/31/63,75.02,75.02,,
1/1/64,75.02,75.43,0,0.546520928
1/2/64,75.43,75.5,0.546520928,0.092801273
1/3/64,75.5,75.67,0.092801273,0.225165563
1/6/64,75.67,75.69,0.225165563,0.026430554
1/7/64,75.69,76,0.026430554,0.409565332
1/8/64,76,76.28,0.409565332,0.368421053
1/9/64,76.28,76.24,0.368421053,-0.052438385
1/10/64,76.24,76.22,-0.052438385,-0.026232949
1/13/64,76.22,76.36,-0.026232949,0.183678824
1/14/64,76.36,76.64,0.183678824,0.366684128
1/15/64,76.64,76.55,0.366684128,-0.11743215
1/16/64,76.55,76.56,-0.11743215,0.013063357
1/17/64,76.56,76.41,0.013063357,-0.195924765
1/20/64,76.41,76.62,-0.195924765,0.274833137
1/21/64,76.62,77.03,0.274833137,0.535108327
1/22/64,77.03,77.09,0.535108327,0.07789173
1/23/64,77.09,77.11,0.07789173,0.025943702
1/24/64,77.11,77.08,0.025943702,-0.03890546
1/27/64,77.08,77.1,-0.03890546,0.025947068
1/28/64,77.1,76.63,0.025947068,-0.609597925
1/29/64,76.63,76.7,-0.609597925,0.091348036
1/30/64,76.7,77.04,0.091348036,0.443285528
1/31/64,77.04,76.97,0.443285528,-0.09086189
2/3/64,76.97,76.88,-0.09086189,-0.116928674
2/4/64,76.88,76.75,-0.116928674,-0.169094693
2/5/64,76.75,76.93,-0.169094693,0.234527687
2/6/64,76.93,77.18,0.234527687,0.324970753
2/7/64,77.18,77.05,0.324970753,-0.168437419
2/10/64,77.05,77.33,-0.168437419,0.363400389
2/11/64,77.33,77.57,0.363400389,0.310358205
2/12/64,77.57,77.52,0.310358205,-0.064457909
2/13/64,77.52,77.48,-0.064457909,-0.051599587
2/14/64,77.48,77.46,-0.051599587,-0.025813113
2/17/64,77.46,77.47,-0.025813113,0.012909889
2/18/64,77.47,77.55,0.012909889,0.10326578
2/19/64,77.55,77.62,0.10326578,0.090264346
2/20/64,77.62,77.62,0.090264346,0
2/21/64,77.62,77.68,0,0.077299665
2/24/64,77.68,77.68,0.077299665,0
2/25/64,77.68,77.87,0,0.244593203
2/26/64,77.87,77.62,0.244593203,-0.3210479
2/27/64,77.62,77.8,-0.3210479,0.231898995
2/28/64,77.8,77.97,0.231898995,0.218508997
3/2/64,77.97,78.22,0.218508997,0.320636142
3/3/64,78.22,78.07,0.320636142,-0.191766812
3/4/64,78.07,78.06,-0.191766812,-0.012809018
3/5/64,78.06,78.31,-0.012809018,0.320266462
3/6/64,78.31,78.33,0.320266462,0.025539522
3/9/64,78.33,78.59,0.025539522,0.331929018
3/10/64,78.59,78.95,0.331929018,0.458073546
3/11/64,78.95,79.08,0.458073546,0.164661178
3/12/64,79.08,79.14,0.164661178,0.075872534
3/13/64,79.14,79.14,0.075872534,0
3/16/64,79.14,79.32,0,0.227445034
3/17/64,79.32,79.38,0.227445034,0.075642965
3/18/64,79.38,79.3,0.075642965,-0.100781053
3/19/64,79.3,78.92,-0.100781053,-0.479192938
3/20/64,78.92,78.93,-0.479192938,0.012671059
3/23/64,78.93,78.79,0.012671059,-0.177372355
3/24/64,78.79,78.97,-0.177372355,0.228455388
3/25/64,78.97,79.19,0.228455388,0.278586805
3/26/64,79.19,79.19,0.278586805,0
3/27/64,79.19,79.14,0,-0.063139285
3/30/64,79.14,78.98,-0.063139285,-0.202173364
3/31/64,78.98,79.24,-0.202173364,0.329197265
4/1/64,79.24,79.7,0.329197265,0.580514891
4/2/64,79.7,79.94,0.580514891,0.301129235
4/3/64,79.94,80.02,0.301129235,0.100075056
4/6/64,80.02,79.74,0.100075056,-0.349912522
4/7/64,79.74,79.75,-0.349912522,0.012540757
4/8/64,79.75,79.7,0.012540757,-0.062695925
4/9/64,79.7,79.85,-0.062695925,0.188205772
4/10/64,79.85,79.77,0.188205772,-0.100187852
4/13/64,79.77,79.99,-0.100187852,0.275792905
4/14/64,79.99,80.09,0.275792905,0.125015627
4/15/64,80.09,80.2,0.125015627,0.137345486
4/16/64,80.2,80.55,0.137345486,0.436408978
4/17/64,80.55,80.5,0.436408978,-0.062073246
4/20/64,80.5,80.54,-0.062073246,0.049689441
4/21/64,80.54,80.49,0.049689441,-0.062080954
4/22/64,80.49,80.38,-0.062080954,-0.136662939
4/23/64,80.38,79.75,-0.136662939,-0.783777059
4/24/64,79.75,79.35,-0.783777059,-0.501567398
4/27/64,79.35,79.9,-0.501567398,0.693131695
4/28/64,79.9,79.7,0.693131695,-0.250312891
4/29/64,79.7,79.46,-0.250312891,-0.301129235
4/30/64,79.46,80.17,-0.301129235,0.893531337
5/1/64,80.17,80.47,0.893531337,0.374204815
5/4/64,80.47,80.88,0.374204815,0.509506648
5/5/64,80.88,81.06,0.509506648,0.222551929
5/6/64,81.06,81.15,0.222551929,0.111028868
5/7/64,81.15,81,0.111028868,-0.184842884
5/8/64,81,80.9,-0.184842884,-0.12345679
5/11/64,80.9,81.16,-0.12345679,0.321384425
5/12/64,81.16,80.97,0.321384425,-0.234105471
5/13/64,80.97,80.86,-0.234105471,-0.135852785
5/14/64,80.86,81.1,-0.135852785,0.2968093
5/15/64,81.1,80.72,0.2968093,-0.468557337
5/18/64,80.72,80.3,-0.468557337,-0.520317146
5/19/64,80.3,80.66,-0.520317146,0.448318804
5/20/64,80.66,80.7,0.448318804,0.049590875
5/21/64,80.7,80.73,0.049590875,0.037174721
5/22/64,80.73,80.56,0.037174721,-0.210578471
5/25/64,80.56,80.39,-0.210578471,-0.21102284
5/26/64,80.39,80.26,-0.21102284,-0.161711656
5/27/64,80.26,80.37,-0.161711656,0.137054573
5/28/64,80.37,80.37,0.137054573,0
5/29/64,80.37,80.11,0,-0.323503795
6/1/64,80.11,79.7,-0.323503795,-0.51179628
6/2/64,79.7,79.49,-0.51179628,-0.26348808
6/3/64,79.49,78.67,-0.26348808,-1.031576299
6/4/64,78.67,79.02,-1.031576299,0.444896403
6/5/64,79.02,78.64,0.444896403,-0.480890914
6/8/64,78.64,79.14,-0.480890914,0.635808749
6/9/64,79.14,79.44,0.635808749,0.379075057
6/10/64,79.44,79.73,0.379075057,0.365055388
6/11/64,79.73,79.6,0.365055388,-0.163050295
6/12/64,79.6,79.97,-0.163050295,0.464824121
6/15/64,79.97,80.4,0.464824121,0.537701638
6/16/64,80.4,80.81,0.537701638,0.509950249
6/17/64,80.81,80.79,0.509950249,-0.024749412
6/18/64,80.79,80.89,-0.024749412,0.123777695
6/19/64,80.89,81.11,0.123777695,0.271974286
6/22/64,81.11,80.77,0.271974286,-0.419183824
6/23/64,80.77,81.06,-0.419183824,0.3590442
6/24/64,81.06,81.21,0.3590442,0.185048113
6/25/64,81.21,81.46,0.185048113,0.307843862
6/26/64,81.46,81.64,0.307843862,0.220967346
6/29/64,81.64,81.69,0.220967346,0.061244488
6/30/64,81.69,82.27,0.061244488,0.710001224
7/1/64,82.27,82.6,0.710001224,0.401118269
7/2/64,82.6,82.6,0.401118269,0
7/3/64,82.6,82.98,0,0.460048426
7/6/64,82.98,83.12,0.460048426,0.168715353
7/7/64,83.12,83.12,0.168715353,0
7/8/64,83.12,83.22,0,0.120307988
7/9/64,83.22,83.36,0.120307988,0.168228791
7/10/64,83.36,83.31,0.168228791,-0.059980806
7/13/64,83.31,83.06,-0.059980806,-0.300084024
7/14/64,83.06,83.34,-0.300084024,0.337105707
7/15/64,83.34,83.64,0.337105707,0.359971202
7/16/64,83.64,84.01,0.359971202,0.442372071
7/17/64,84.01,83.74,0.442372071,-0.321390311
7/20/64,83.74,83.54,-0.321390311,-0.238834488
7/21/64,83.54,83.52,-0.238834488,-0.023940627
7/22/64,83.52,83.48,-0.023940627,-0.04789272
7/23/64,83.48,83.46,-0.04789272,-0.023957834
7/24/64,83.46,83.08,-0.023957834,-0.455307932
7/27/64,83.08,82.85,-0.455307932,-0.276841598
7/28/64,82.85,82.92,-0.276841598,0.084490042
7/29/64,82.92,83.09,0.084490042,0.205016884
7/30/64,83.09,83.18,0.205016884,0.108316284
7/31/64,83.18,83,0.108316284,-0.216398173
8/3/64,83,81.96,-0.216398173,-1.253012048
8/4/64,81.96,82.09,-1.253012048,0.158613958
8/5/64,82.09,81.34,0.158613958,-0.91363138
8/6/64,81.34,81.86,-0.91363138,0.639291861
8/7/64,81.86,81.78,0.639291861,-0.097727828
8/10/64,81.78,81.76,-0.097727828,-0.024455857
8/11/64,81.76,82.17,-0.024455857,0.50146771
8/12/64,82.17,82.41,0.50146771,0.292077401
8/13/64,82.41,82.35,0.292077401,-0.072806698
8/14/64,82.35,82.36,-0.072806698,0.012143291
8/17/64,82.36,82.4,0.012143291,0.048567266
8/18/64,82.4,82.32,0.048567266,-0.097087379
8/19/64,82.32,81.94,-0.097087379,-0.461613217
8/20/64,81.94,82.07,-0.461613217,0.158652673
8/21/64,82.07,81.91,0.158652673,-0.194955526
8/24/64,81.91,81.44,-0.194955526,-0.573800513
8/25/64,81.44,81.32,-0.573800513,-0.147347741
8/26/64,81.32,81.7,-0.147347741,0.46728972
8/27/64,81.7,81.99,0.46728972,0.35495716
8/28/64,81.99,81.83,0.35495716,-0.195145749
8/31/64,81.83,82.18,-0.195145749,0.427715997
9/1/64,82.18,82.31,0.427715997,0.15818934
9/2/64,82.31,82.56,0.15818934,0.303729802
9/3/64,82.56,82.76,0.303729802,0.242248062
9/4/64,82.76,82.76,0.242248062,0
9/7/64,82.76,82.87,0,0.132914451
9/8/64,82.87,83.05,0.132914451,0.217207675
9/9/64,83.05,83.1,0.217207675,0.060204696
9/10/64,83.1,83.45,0.060204696,0.421179302
9/11/64,83.45,83.22,0.421179302,-0.27561414
9/14/64,83.22,83,-0.27561414,-0.264359529
9/15/64,83,83.24,-0.264359529,0.289156627
9/16/64,83.24,83.79,0.289156627,0.660740029
9/17/64,83.79,83.48,0.660740029,-0.36997255
9/18/64,83.48,83.86,-0.36997255,0.45519885
9/21/64,83.86,83.89,0.45519885,0.035773909
9/22/64,83.89,83.91,0.035773909,0.023840744
9/23/64,83.91,84,0.023840744,0.107257776
9/24/64,84,84.21,0.107257776,0.25
9/25/64,84.21,84.28,0.25,0.08312552
9/28/64,84.28,84.24,0.08312552,-0.047460845
9/29/64,84.24,84.18,-0.047460845,-0.071225071
9/30/64,84.18,84.08,-0.071225071,-0.118793062
10/1/64,84.08,84.36,-0.118793062,0.333016175
10/2/64,84.36,84.74,0.333016175,0.45045045
10/5/64,84.74,84.79,0.45045045,0.059004012
10/6/64,84.79,84.8,0.059004012,0.011793844
10/7/64,84.8,85.04,0.011793844,0.283018868
10/8/64,85.04,85.22,0.283018868,0.211665099
10/9/64,85.22,85.24,0.211665099,0.023468669
10/12/64,85.24,84.96,0.023468669,-0.32848428
10/13/64,84.96,84.79,-0.32848428,-0.200094162
10/14/64,84.79,84.25,-0.200094162,-0.636867555
10/15/64,84.25,84.83,-0.636867555,0.6884273
10/16/64,84.83,84.93,0.6884273,0.117882824
10/19/64,84.93,85.18,0.117882824,0.294360061
10/20/64,85.18,85.1,0.294360061,-0.09391876
10/21/64,85.1,84.94,-0.09391876,-0.188014101
10/22/64,84.94,85.14,-0.188014101,0.235460325
10/23/64,85.14,85,0.235460325,-0.164435048
10/26/64,85,85,-0.164435048,0
10/27/64,85,84.69,0,-0.364705882
10/28/64,84.69,84.73,-0.364705882,0.047231078
10/29/64,84.73,84.86,0.047231078,0.153428538
10/30/64,84.86,85.18,0.153428538,0.37709168
11/2/64,85.18,85.18,0.37709168,0
11/3/64,85.18,85.14,0,-0.04695938
11/4/64,85.14,85.16,-0.04695938,0.023490721
11/5/64,85.16,85.23,0.023490721,0.082198215
11/6/64,85.23,85.19,0.082198215,-0.046931832
11/9/64,85.19,84.84,-0.046931832,-0.410846343
11/10/64,84.84,85.08,-0.410846343,0.282885431
11/11/64,85.08,85.19,0.282885431,0.12929008
11/12/64,85.19,85.21,0.12929008,0.023476934
11/13/64,85.21,85.65,0.023476934,0.516371318
11/16/64,85.65,86.03,0.516371318,0.443666083
11/17/64,86.03,86.22,0.443666083,0.220853191
11/18/64,86.22,86.18,0.220853191,-0.046392948
11/19/64,86.18,86.28,-0.046392948,0.116036203
11/20/64,86.28,86,0.116036203,-0.324524803
11/23/64,86,85.73,-0.324524803,-0.313953488
11/24/64,85.73,85.44,-0.313953488,-0.338271317
11/25/64,85.44,85.44,-0.338271317,0
11/26/64,85.44,85.16,0,-0.327715356
11/27/64,85.16,84.42,-0.327715356,-0.86895256
11/30/64,84.42,83.55,-0.86895256,-1.030561478
12/1/64,83.55,83.79,-1.030561478,0.287253142
12/2/64,83.79,84.18,0.287253142,0.465449338
12/3/64,84.18,84.35,0.465449338,0.201948206
12/4/64,84.35,84.33,0.201948206,-0.023710729
12/7/64,84.33,84,-0.023710729,-0.391319815
12/8/64,84,83.46,-0.391319815,-0.642857143
12/9/64,83.46,83.45,-0.642857143,-0.011981788
12/10/64,83.45,83.66,-0.011981788,0.251647693
12/11/64,83.66,83.45,0.251647693,-0.251016017
12/14/64,83.45,83.22,-0.251016017,-0.27561414
12/15/64,83.22,83.55,-0.27561414,0.396539293
12/16/64,83.55,83.9,0.396539293,0.418910832
12/17/64,83.9,84.29,0.418910832,0.464839094
12/18/64,84.29,84.38,0.464839094,0.106774232
12/21/64,84.38,84.33,0.106774232,-0.059255748
12/22/64,84.33,84.15,-0.059255748,-0.213447172
12/23/64,84.15,84.15,-0.213447172,0
12/24/64,84.15,84.15,0,0
12/25/64,84.15,84.07,0,-0.09506833
12/28/64,84.07,83.81,-0.09506833,-0.309266088
12/29/64,83.81,84.3,-0.309266088,0.584655769
12/30/64,84.3,84.75,0.584655769,0.533807829
12/31/64,84.75,84.75,0.533807829,0
1/1/65,84.75,84.23,0,-0.613569322
1/4/65,84.23,84.63,-0.613569322,0.474890182
1/5/65,84.63,84.89,0.474890182,0.307219662
1/6/65,84.89,85.26,0.307219662,0.435858169
1/7/65,85.26,85.37,0.435858169,0.129017124
1/8/65,85.37,85.4,0.129017124,0.03514115
1/11/65,85.4,85.61,0.03514115,0.245901639
1/12/65,85.61,85.84,0.245901639,0.268660203
1/13/65,85.84,85.84,0.268660203,0
1/14/65,85.84,86.21,0,0.431034483
1/15/65,86.21,86.49,0.431034483,0.324788308
1/18/65,86.49,86.63,0.324788308,0.161868424
1/19/65,86.63,86.6,0.161868424,-0.034630036
1/20/65,86.6,86.52,-0.034630036,-0.092378753
1/21/65,86.52,86.74,-0.092378753,0.254276468
1/22/65,86.74,86.86,0.254276468,0.138344478
1/25/65,86.86,86.94,0.138344478,0.092102233
1/26/65,86.94,87.23,0.092102233,0.333563377
1/27/65,87.23,87.48,0.333563377,0.286598647
1/28/65,87.48,87.56,0.286598647,0.091449474
1/29/65,87.56,87.58,0.091449474,0.02284148
2/1/65,87.58,87.55,0.02284148,-0.034254396
2/2/65,87.55,87.63,-0.034254396,0.091376356
2/3/65,87.63,87.57,0.091376356,-0.068469702
2/4/65,87.57,87.29,-0.068469702,-0.319744205
2/5/65,87.29,86.95,-0.319744205,-0.389506244
2/8/65,86.95,87.24,-0.389506244,0.333525014
2/9/65,87.24,86.46,0.333525014,-0.894085282
2/10/65,86.46,85.54,-0.894085282,-1.064075873
2/11/65,85.54,86.17,-1.064075873,0.736497545
2/12/65,86.17,86.07,0.736497545,-0.116049669
2/15/65,86.07,85.67,-0.116049669,-0.464738004
2/16/65,85.67,85.77,-0.464738004,0.116726976
2/17/65,85.77,86.05,0.116726976,0.326454471
2/18/65,86.05,86.21,0.326454471,0.185938408
2/19/65,86.21,86.21,0.185938408,0
2/22/65,86.21,86.64,0,0.498782044
2/23/65,86.64,87.17,0.498782044,0.611726685
2/24/65,87.17,87.2,0.611726685,0.03441551
2/25/65,87.2,87.43,0.03441551,0.263761468
2/26/65,87.43,87.25,0.263761468,-0.205878989
3/1/65,87.25,87.4,-0.205878989,0.171919771
3/2/65,87.4,87.26,0.171919771,-0.160183066
3/3/65,87.26,86.98,-0.160183066,-0.320880128
3/4/65,86.98,86.8,-0.320880128,-0.206944125
3/5/65,86.8,86.83,-0.206944125,0.034562212
3/8/65,86.83,86.69,0.034562212,-0.161234596
3/9/65,86.69,86.54,-0.161234596,-0.173030338
3/10/65,86.54,86.9,-0.173030338,0.415992605
3/11/65,86.9,87.21,0.415992605,0.356731876
3/12/65,87.21,87.24,0.356731876,0.034399725
3/15/65,87.24,87.13,0.034399725,-0.12608895
3/16/65,87.13,87.02,-0.12608895,-0.126248135
3/17/65,87.02,86.81,-0.126248135,-0.241323834
3/18/65,86.81,86.84,-0.241323834,0.034558231
3/19/65,86.84,86.83,0.034558231,-0.011515431
3/22/65,86.83,86.93,-0.011515431,0.115167569
3/23/65,86.93,87.09,0.115167569,0.184056137
3/24/65,87.09,86.84,0.184056137,-0.287059364
3/25/65,86.84,86.2,-0.287059364,-0.736987563
3/26/65,86.2,86.03,-0.736987563,-0.197215777
3/29/65,86.03,86.2,-0.197215777,0.197605486
3/30/65,86.2,86.16,0.197605486,-0.046403712
3/31/65,86.16,86.32,-0.046403712,0.185701021
4/1/65,86.32,86.53,0.185701021,0.243280816
4/2/65,86.53,86.53,0.243280816,0
4/5/65,86.53,86.5,0,-0.034670057
4/6/65,86.5,86.55,-0.034670057,0.057803468
4/7/65,86.55,87.04,0.057803468,0.566146736
4/8/65,87.04,87.56,0.566146736,0.597426471
4/9/65,87.56,87.94,0.597426471,0.433988122
4/12/65,87.94,88.04,0.433988122,0.113713896
4/13/65,88.04,88.24,0.113713896,0.227169468
4/14/65,88.24,88.15,0.227169468,-0.10199456
4/15/65,88.15,88.15,-0.10199456,0
4/16/65,88.15,88.51,0,0.408394782
4/19/65,88.51,88.46,0.408394782,-0.056490792
4/20/65,88.46,88.3,-0.056490792,-0.180872711
4/21/65,88.3,88.78,-0.180872711,0.543601359
4/22/65,88.78,88.88,0.543601359,0.112637982
4/23/65,88.88,88.89,0.112637982,0.011251125
4/26/65,88.89,89.04,0.011251125,0.168747891
4/27/65,89.04,89,0.168747891,-0.04492363
4/28/65,89,88.93,-0.04492363,-0.078651685
4/29/65,88.93,89.11,-0.078651685,0.202406387
4/30/65,89.11,89.23,0.202406387,0.134665021
5/3/65,89.23,89.51,0.134665021,0.313795809
5/4/65,89.51,89.71,0.313795809,0.223438722
5/5/65,89.71,89.92,0.223438722,0.234087616
5/6/65,89.92,89.85,0.234087616,-0.077846975
5/7/65,89.85,89.66,-0.077846975,-0.21146355
5/10/65,89.66,89.55,-0.21146355,-0.122685702
5/11/65,89.55,89.94,-0.122685702,0.435510888
5/12/65,89.94,90.27,0.435510888,0.366911274
5/13/65,90.27,90.1,0.366911274,-0.188323917
5/14/65,90.1,89.54,-0.188323917,-0.621531632
5/17/65,89.54,89.46,-0.621531632,-0.089345544
5/18/65,89.46,89.67,-0.089345544,0.234741784
5/19/65,89.67,89.18,0.234741784,-0.546448087
5/20/65,89.18,88.75,-0.546448087,-0.48217089
5/21/65,88.75,88.09,-0.48217089,-0.743661972
5/24/65,88.09,88.6,-0.743661972,0.578953343
5/25/65,88.6,88.3,0.578953343,-0.338600451
5/26/65,88.3,87.84,-0.338600451,-0.520951302
5/27/65,87.84,88.42,-0.520951302,0.660291439
5/28/65,88.42,88.42,0.660291439,0
5/31/65,88.42,87.72,0,-0.791676091
6/1/65,87.72,87.09,-0.791676091,-0.718194254
6/2/65,87.09,86.9,-0.718194254,-0.218165117
6/3/65,86.9,87.11,-0.218165117,0.241657077
6/4/65,87.11,86.88,0.241657077,-0.26403398
6/7/65,86.88,85.93,-0.26403398,-1.093462247
6/8/65,85.93,85.04,-1.093462247,-1.035726754
6/9/65,85.04,84.73,-1.035726754,-0.364534337
6/10/65,84.73,85.12,-0.364534337,0.460285613
6/11/65,85.12,84.01,0.460285613,-1.304041353
6/14/65,84.01,84.49,-1.304041353,0.571360552
6/15/65,84.49,85.2,0.571360552,0.840336134
6/16/65,85.2,85.74,0.840336134,0.633802817
6/17/65,85.74,85.34,0.633802817,-0.466526709
6/18/65,85.34,85.05,-0.466526709,-0.339817202
6/21/65,85.05,85.21,-0.339817202,0.188124633
6/22/65,85.21,84.67,0.188124633,-0.633728436
6/23/65,84.67,83.56,-0.633728436,-1.310972009
6/24/65,83.56,83.06,-1.310972009,-0.598372427
6/25/65,83.06,81.6,-0.598372427,-1.757765471
6/28/65,81.6,82.41,-1.757765471,0.992647059
6/29/65,82.41,84.12,0.992647059,2.074990899
6/30/65,84.12,84.48,2.074990899,0.427960057
7/1/65,84.48,85.16,0.427960057,0.804924242
7/2/65,85.16,85.16,0.804924242,0
7/5/65,85.16,84.99,0,-0.199624237
7/6/65,84.99,84.67,-0.199624237,-0.376514884
7/7/65,84.67,85.39,-0.376514884,0.850360222
7/8/65,85.39,85.71,0.850360222,0.374751142
7/9/65,85.71,85.69,0.374751142,-0.0233345
7/12/65,85.69,85.59,-0.0233345,-0.116699732
7/13/65,85.59,85.87,-0.116699732,0.327141021
7/14/65,85.87,85.72,0.327141021,-0.17468266
7/15/65,85.72,85.69,-0.17468266,-0.034997667
7/16/65,85.69,85.63,-0.034997667,-0.070019839
7/19/65,85.63,84.55,-0.070019839,-1.26124022
7/20/65,84.55,84.07,-1.26124022,-0.567711413
7/21/65,84.07,83.85,-0.567711413,-0.26168669
7/22/65,83.85,84.07,-0.26168669,0.262373286
7/23/65,84.07,84.05,0.262373286,-0.023789699
7/26/65,84.05,83.87,-0.023789699,-0.214158239
7/27/65,83.87,84.03,-0.214158239,0.190771432
7/28/65,84.03,84.68,0.190771432,0.773533262
7/29/65,84.68,85.25,0.773533262,0.673122343
7/30/65,85.25,85.42,0.673122343,0.19941349
8/2/65,85.42,85.46,0.19941349,0.046827441
8/3/65,85.46,85.79,0.046827441,0.386145565
8/4/65,85.79,85.79,0.386145565,0
8/5/65,85.79,86.07,0,0.326378366
8/6/65,86.07,85.86,0.326378366,-0.243987452
8/9/65,85.86,85.87,-0.243987452,0.011646867
8/10/65,85.87,86.13,0.011646867,0.302783277
8/11/65,86.13,86.38,0.302783277,0.290258911
8/12/65,86.38,86.77,0.290258911,0.451493401
8/13/65,86.77,86.87,0.451493401,0.115247205
8/16/65,86.87,87.04,0.115247205,0.195694716
8/17/65,87.04,86.99,0.195694716,-0.057444853
8/18/65,86.99,86.79,-0.057444853,-0.229911484
8/19/65,86.79,86.69,-0.229911484,-0.115220648
8/20/65,86.69,86.56,-0.115220648,-0.149959626
8/23/65,86.56,86.71,-0.149959626,0.173290203
8/24/65,86.71,86.81,0.173290203,0.115326952
8/25/65,86.81,87.14,0.115326952,0.380140537
8/26/65,87.14,87.2,0.380140537,0.068854717
8/27/65,87.2,87.21,0.068854717,0.01146789
8/30/65,87.21,87.17,0.01146789,-0.0458663
8/31/65,87.17,87.17,-0.0458663,0
9/1/65,87.17,87.65,0,0.550648159
9/2/65,87.65,88.06,0.550648159,0.467769538
9/3/65,88.06,88.06,0.467769538,0
9/6/65,88.06,88.36,0,0.340676811
9/7/65,88.36,88.66,0.340676811,0.339520145
9/8/65,88.66,88.89,0.339520145,0.259418001
9/9/65,88.89,89.12,0.259418001,0.258746766
9/10/65,89.12,89.38,0.258746766,0.291741472
9/13/65,89.38,89.03,0.291741472,-0.391586485
9/14/65,89.03,89.52,-0.391586485,0.550376278
9/15/65,89.52,90.02,0.550376278,0.558534406
9/16/65,90.02,90.05,0.558534406,0.033325928
9/17/65,90.05,90.08,0.033325928,0.033314825
9/20/65,90.08,89.81,0.033314825,-0.29973357
9/21/65,89.81,90.22,-0.29973357,0.456519319
9/22/65,90.22,89.86,0.456519319,-0.399024607
9/23/65,89.86,90.02,-0.399024607,0.178054752
9/24/65,90.02,90.65,0.178054752,0.699844479
9/27/65,90.65,90.43,0.699844479,-0.242691671
9/28/65,90.43,90.02,-0.242691671,-0.453389362
9/29/65,90.02,89.96,-0.453389362,-0.066651855
9/30/65,89.96,89.9,-0.066651855,-0.066696309
10/1/65,89.9,90.08,-0.066696309,0.200222469
10/4/65,90.08,90.63,0.200222469,0.610568384
10/5/65,90.63,90.54,0.610568384,-0.099304866
10/6/65,90.54,90.47,-0.099304866,-0.077313894
10/7/65,90.47,90.85,-0.077313894,0.420028739
10/8/65,90.85,91.37,0.420028739,0.572372042
10/11/65,91.37,91.35,0.572372042,-0.021889023
10/12/65,91.35,91.34,-0.021889023,-0.010946907
10/13/65,91.34,91.19,-0.010946907,-0.16422159
10/14/65,91.19,91.38,-0.16422159,0.208356179
10/15/65,91.38,91.68,0.208356179,0.328299409
10/18/65,91.68,91.8,0.328299409,0.130890052
10/19/65,91.8,91.78,0.130890052,-0.021786492
10/20/65,91.78,91.94,-0.021786492,0.174329919
10/21/65,91.94,91.98,0.174329919,0.043506635
10/22/65,91.98,91.67,0.043506635,-0.337029789
10/25/65,91.67,92.2,-0.337029789,0.578160794
10/26/65,92.2,92.51,0.578160794,0.336225597
10/27/65,92.51,92.21,0.336225597,-0.324289266
10/28/65,92.21,92.42,-0.324289266,0.227741026
10/29/65,92.42,92.23,0.227741026,-0.205583207
11/1/65,92.23,92.23,-0.205583207,0
11/2/65,92.23,92.31,0,0.086739673
11/3/65,92.31,92.46,0.086739673,0.162495938
11/4/65,92.46,92.37,0.162495938,-0.09733939
11/5/65,92.37,92.23,-0.09733939,-0.151564361
11/8/65,92.23,91.93,-0.151564361,-0.325273772
11/9/65,91.93,91.83,-0.325273772,-0.108778418
11/10/65,91.83,92.11,-0.108778418,0.304911249
11/11/65,92.11,92.55,0.304911249,0.477689719
11/12/65,92.55,92.63,0.477689719,0.086439762
11/15/65,92.63,92.41,0.086439762,-0.237504048
11/16/65,92.41,92.6,-0.237504048,0.205605454
11/17/65,92.6,92.22,0.205605454,-0.410367171
11/18/65,92.22,92.24,-0.410367171,0.02168727
11/19/65,92.24,91.64,0.02168727,-0.650477016
11/22/65,91.64,91.78,-0.650477016,0.152771715
11/23/65,91.78,91.94,0.152771715,0.174329919
11/24/65,91.94,91.94,0.174329919,0
11/25/65,91.94,92.03,0,0.097889928
11/26/65,92.03,91.8,0.097889928,-0.249918505
11/29/65,91.8,91.61,-0.249918505,-0.206971678
11/30/65,91.61,91.5,-0.206971678,-0.120074228
12/1/65,91.5,91.21,-0.120074228,-0.316939891
12/2/65,91.21,91.27,-0.316939891,0.065782261
12/3/65,91.27,90.59,0.065782261,-0.745042183
12/6/65,90.59,91.39,-0.745042183,0.88309968
12/7/65,91.39,91.28,0.88309968,-0.120363278
12/8/65,91.28,91.56,-0.120363278,0.306748466
12/9/65,91.56,91.8,0.306748466,0.262123198
12/10/65,91.8,91.83,0.262123198,0.032679739
12/13/65,91.83,91.88,0.032679739,0.054448437
12/14/65,91.88,92.02,0.054448437,0.15237266
12/15/65,92.02,92.12,0.15237266,0.108672028
12/16/65,92.12,92.08,0.108672028,-0.043421624
12/17/65,92.08,91.65,-0.043421624,-0.46698523
12/20/65,91.65,92.01,-0.46698523,0.392798691
12/21/65,92.01,92.29,0.392798691,0.304314748
12/22/65,92.29,92.19,0.304314748,-0.108354101
12/23/65,92.19,92.19,-0.108354101,0
12/24/65,92.19,91.52,0,-0.726759952
12/27/65,91.52,91.53,-0.726759952,0.010926573
12/28/65,91.53,91.81,0.010926573,0.30591063
12/29/65,91.81,92.25,0.30591063,0.479250626
12/30/65,92.25,92.43,0.479250626,0.195121951
12/31/65,92.43,92.18,0.195121951,-0.270474954
1/3/66,92.18,92.26,-0.270474954,0.086786722
1/4/66,92.26,92.85,0.086786722,0.639497073
1/5/66,92.85,93.06,0.639497073,0.226171244
1/6/66,93.06,93.14,0.226171244,0.085966043
1/7/66,93.14,93.33,0.085966043,0.203993988
1/10/66,93.33,93.41,0.203993988,0.085717347
1/11/66,93.41,93.19,0.085717347,-0.235520822
