,SP500,logSP500
5/10/91,375.74,-0.008594732
5/13/91,376.76,0.001177357
5/14/91,371.62,-0.005965709
5/15/91,368.57,-0.003579096
5/16/91,372.19,0.004244718
5/17/91,372.39,0.00023331
5/20/91,372.28,-0.000128305
5/21/91,375.35,0.003566715
5/22/91,376.19,0.000970827
5/23/91,374.97,-0.001410724
5/24/91,377.49,0.002908929
5/27/91,377.49,0
5/28/91,381.94,0.005089692
5/29/91,382.79,0.00096544
5/30/91,386.96,0.004705491
5/31/91,389.83,0.003209184
6/3/91,388.06,-0.001976379
6/4/91,387.74,-0.000358273
6/5/91,385.09,-0.002978365
6/6/91,383.63,-0.001649679
6/7/91,379.43,-0.004780896
6/10/91,378.57,-0.000985471
6/11/91,381.05,0.002835771
6/12/91,376.65,-0.005043994
6/13/91,377.63,0.001128517
6/14/91,382.29,0.005326449
6/17/91,380.13,-0.002460792
6/18/91,378.59,-0.001763007
6/19/91,375.09,-0.004033653
6/20/91,375.42,0.000381919
6/21/91,377.75,0.002687068
6/24/91,370.94,-0.007900805
6/25/91,370.65,-0.000339663
6/26/91,371.59,0.001100014
6/27/91,374.4,0.003271822
6/28/91,371.16,-0.003774674
7/1/91,377.92,0.00783871
7/2/91,377.47,-0.000517435
7/3/91,373.33,-0.004789551
7/4/91,373.33,0
7/5/91,374.08,0.000871599
7/8/91,377.94,0.004458369
7/9/91,376.11,-0.002107978
7/10/91,375.74,-0.00042745
7/11/91,376.97,0.001419359
7/12/91,380.25,0.003762433
7/15/91,382.39,0.002437304
7/16/91,381.54,-0.000966451
7/17/91,381.18,-0.00040997
7/18/91,385.37,0.004747797
7/19/91,384.22,-0.001297935
7/22/91,382.88,-0.001517286
7/23/91,379.42,-0.003942462
7/24/91,378.64,-0.000893728
7/25/91,380.96,0.002652887
7/26/91,380.93,-3.42014E-05
7/29/91,383.15,0.002523653
7/30/91,386.69,0.003994111
7/31/91,387.81,0.001256062
8/1/91,387.12,-0.000773394
8/2/91,387.18,6.73064E-05
8/5/91,385.06,-0.002384509
8/6/91,390.62,0.006226069
8/7/91,390.56,-6.67136E-05
8/8/91,389.32,-0.001381047
8/9/91,387.12,-0.002461106
8/12/91,388.02,0.001008502
8/13/91,389.62,0.001787131
8/14/91,389.9,0.000311993
8/15/91,389.33,-0.000635365
8/16/91,385.58,-0.004203371
8/19/91,376.47,-0.010384125
8/20/91,379.43,0.003401292
8/21/91,390.59,0.012589454
8/22/91,391.33,0.000822023
8/23/91,394.17,0.003140424
8/26/91,393.85,-0.000352718
8/27/91,393.06,-0.000872
8/28/91,396.64,0.00393766
8/29/91,396.47,-0.000186179
8/30/91,395.43,-0.001140716
9/2/91,395.43,0
9/3/91,392.15,-0.003617395
9/4/91,389.97,-0.002421021
9/5/91,389.14,-0.000925324
9/6/91,389.1,-4.46438E-05
9/9/91,388.57,-0.000591963
9/10/91,384.56,-0.004505158
9/11/91,385.09,0.000598132
9/12/91,387.34,0.002530107
9/13/91,383.59,-0.004225071
9/16/91,385.78,0.002472432
9/17/91,385.5,-0.000315326
9/18/91,386.94,0.001619245
9/19/91,387.56,0.00069532
9/20/91,387.92,0.000403224
9/23/91,385.92,-0.002244885
9/24/91,387.71,0.002009717
9/25/91,386.88,-0.000930724
9/26/91,386.49,-0.000438018
9/27/91,385.9,-0.000663483
9/30/91,387.86,0.002200215
10/1/91,389.2,0.001497838
10/2/91,388.26,-0.001050181
10/3/91,384.47,-0.004260193
10/4/91,381.24,-0.003663997
10/7/91,379.5,-0.001986681
10/8/91,380.67,0.001336872
10/9/91,376.8,-0.004437758
10/10/91,380.55,0.004300832
10/11/91,381.45,0.001025893
10/14/91,386.47,0.005678168
10/15/91,391.01,0.005072077
10/16/91,392.8,0.001983615
10/17/91,391.92,-0.000974053
10/18/91,392.5,0.000642235
10/21/91,390.02,-0.002752783
10/22/91,387.83,-0.002445478
10/23/91,387.94,0.000123161
10/24/91,385.07,-0.003224876
10/25/91,384.2,-0.000982324
10/28/91,389.52,0.005972401
10/29/91,391.48,0.002179818
10/30/91,392.96,0.001638765
10/31/91,392.46,-0.000552946
11/1/91,391.32,-0.001263355
11/4/91,390.28,-0.001155749
11/5/91,388.71,-0.001750583
11/6/91,389.97,0.001405485
11/7/91,393.72,0.004156278
11/8/91,392.89,-0.000916501
11/11/91,393.12,0.000254164
11/12/91,396.74,0.00398085
11/13/91,397.41,0.000732802
11/14/91,397.15,-0.000284224
11/15/91,382.62,-0.0161869
11/18/91,385.24,0.002963707
11/19/91,379.42,-0.006611154
11/20/91,378.53,-0.001019915
11/21/91,380.06,0.001751859
11/22/91,376.14,-0.004502644
11/25/91,375.34,-0.000924671
11/26/91,377.96,0.003020991
11/27/91,376.55,-0.001623188
11/28/91,376.55,0
11/29/91,375.22,-0.001536673
12/2/91,381.4,0.00709471
12/3/91,380.96,-0.000501311
12/4/91,380.07,-0.001015787
12/5/91,377.4,-0.003061695
12/6/91,379.09,0.001940433
12/9/91,378.26,-0.00095191
12/10/91,377.9,-0.000413526
12/11/91,377.7,-0.000229907
12/12/91,381.55,0.004404473
12/13/91,384.47,0.003311
12/16/91,384.46,-1.12961E-05
12/17/91,382.74,-0.001947309
12/18/91,383.48,0.000838866
12/19/91,382.52,-0.001088572
12/20/91,387.04,0.005101704
12/23/91,396.82,0.010837702
12/24/91,399.33,0.002738385
12/25/91,399.33,0
12/26/91,404.84,0.005951478
12/27/91,406.46,0.001734397
12/30/91,415.14,0.009176768
12/31/91,417.09,0.002035196
1/1/92,417.09,0
1/2/92,417.26,0.000176976
1/3/92,419.34,0.002159537
1/6/92,417.96,-0.00143157
1/7/92,417.4,-0.000582276
1/8/92,418.1,0.000727723
1/9/92,417.61,-0.000509278
1/10/92,415.1,-0.002618156
1/13/92,414.34,-0.000795872
1/14/92,420.44,0.006347166
1/15/92,420.77,0.000340741
1/16/92,418.21,-0.002650355
1/17/92,418.86,0.000674475
1/20/92,416.36,-0.002599889
1/21/92,412.64,-0.003897675
1/22/92,418.13,0.005740004
1/23/92,414.96,-0.003305093
1/24/92,415.48,0.000543888
1/27/92,414.99,-0.000512491
1/28/92,414.96,-3.13967E-05
1/29/92,410.34,-0.004862381
1/30/92,411.63,0.001363165
1/31/92,408.79,-0.003006756
2/3/92,409.53,0.000785458
2/4/92,413.85,0.004557238
2/5/92,413.84,-1.04941E-05
2/6/92,413.82,-2.0989E-05
2/7/92,411.09,-0.002874564
2/10/92,413.77,0.002822087
2/11/92,413.76,-1.04962E-05
2/12/92,417.13,0.003522922
2/13/92,413.69,-0.003596402
2/14/92,412.48,-0.001272127
2/17/92,412.48,0
2/18/92,407.38,-0.005403192
2/19/92,408.26,0.000937127
2/20/92,413.9,0.005958595
2/21/92,411.46,-0.002567805
2/24/92,412.27,0.000854112
2/25/92,410.45,-0.001921473
2/26/92,415.35,0.005153955
2/27/92,413.86,-0.001560761
2/28/92,412.7,-0.001218985
3/2/92,412.45,-0.000263161
3/3/92,412.85,0.000420981
3/4/92,409.33,-0.003718713
3/5/92,406.51,-0.003002342
3/6/92,404.44,-0.002217132
3/9/92,405.21,0.000826053
3/10/92,406.89,0.001796862
3/11/92,404.03,-0.003063403
3/12/92,403.89,-0.000150513
3/13/92,405.84,0.002091749
3/16/92,406.39,0.000588163
3/17/92,409.58,0.003395729
3/18/92,409.15,-0.000456186
3/19/92,409.8,0.000689399
3/20/92,411.3,0.001586755
3/23/92,409.91,-0.001470196
3/24/92,408.88,-0.001092645
3/25/92,407.52,-0.00144694
3/26/92,407.86,0.000362187
3/27/92,403.5,-0.004667576
3/30/92,403,-0.000538493
3/31/92,403.69,0.000742945
4/1/92,404.23,0.00058055
4/2/92,400.5,-0.004026021
4/3/92,401.55,0.00113711
4/6/92,405.59,0.004347608
4/7/92,398.06,-0.0081387
4/8/92,394.5,-0.003901531
4/9/92,400.64,0.0067073
4/10/92,404.29,0.003938692
4/13/92,406.08,0.001918601
4/14/92,412.39,0.006696525
4/15/92,416.28,0.00407742
4/16/92,416.05,-0.00024002
4/17/92,416.05,0
4/20/92,410.16,-0.006192222
4/21/92,410.26,0.000105871
4/22/92,409.81,-0.000476624
4/23/92,411.6,0.001892814
4/24/92,409.02,-0.002730822
4/27/92,408.45,-0.000605644
4/28/92,409.11,0.000701195
4/29/92,412.02,0.003078203
4/30/92,414.95,0.003077471
5/1/92,412.53,-0.002540232
5/4/92,416.91,0.004586775
5/5/92,416.84,-7.2925E-05
5/6/92,416.79,-5.20968E-05
5/7/92,415.85,-0.000980585
5/8/92,416.05,0.000208821
5/11/92,418.49,0.002539558
5/12/92,416.29,-0.002289106
5/13/92,416.45,0.000166888
5/14/92,413.14,-0.003465621
5/15/92,410.09,-0.003218066
5/18/92,412.81,0.00287103
5/19/92,416.37,0.003729221
5/20/92,415.39,-0.001023393
5/21/92,412.6,-0.002926814
5/22/92,414.02,0.001492097
5/25/92,414.02,0
5/26/92,411.41,-0.002746477
5/27/92,412.17,0.000801535
5/28/92,416.74,0.004788809
5/29/92,415.35,-0.001450973
6/1/92,417.3,0.00203417
6/2/92,413.5,-0.003972871
6/3/92,414.59,0.001143309
6/4/92,413.26,-0.001395451
6/5/92,413.48,0.000231136
6/8/92,413.36,-0.000126059
6/9/92,410.06,-0.003481041
6/10/92,407.25,-0.002986314
6/11/92,409.05,0.001915304
6/12/92,409.76,0.000753164
6/15/92,410.29,0.000561371
6/16/92,408.32,-0.002090279
6/17/92,402.26,-0.006493803
6/18/92,400.96,-0.0014058
6/19/92,403.67,0.002925425
6/22/92,403.4,-0.000290581
6/23/92,404.04,0.000688469
6/24/92,403.83,-0.000225783
6/25/92,403.12,-0.000764234
6/26/92,403.45,0.000355374
6/29/92,408.94,0.005869873
6/30/92,408.14,-0.000850433
7/1/92,412.88,0.005014686
7/2/92,411.77,-0.001169144
7/3/92,411.77,0
7/6/92,413.84,0.002177763
7/7/92,409.16,-0.004939295
7/8/92,410.28,0.001187177
7/9/92,414.23,0.004161202
7/10/92,414.62,0.000408698
7/13/92,414.87,0.000261784
7/14/92,417.68,0.002931649
7/15/92,417.1,-0.00060349
7/16/92,417.54,0.000457897
7/17/92,415.62,-0.002001649
7/20/92,413.75,-0.001958431
7/21/92,413.76,1.04964E-05
7/22/92,410.93,-0.002980655
7/23/92,412.08,0.001213689
7/24/92,411.6,-0.000506171
7/27/92,411.54,-6.33128E-05
7/28/92,417.52,0.006265231
7/29/92,422.23,0.004871803
7/30/92,423.92,0.001734819
7/31/92,424.21,0.000296996
8/3/92,425.09,0.000899987
8/4/92,424.36,-0.000746448
8/5/92,422.19,-0.002226498
8/6/92,420.59,-0.001649
8/7/92,418.88,-0.001769318
8/10/92,419.42,0.000559511
8/11/92,418.9,-0.000538776
8/12/92,417.78,-0.001162715
8/13/92,417.73,-5.19796E-05
8/14/92,419.91,0.002260551
8/17/92,420.74,0.000857585
8/18/92,421.34,0.000618888
8/19/92,418.18,-0.003269433
8/20/92,418.26,8.30748E-05
8/21/92,414.85,-0.003555239
8/24/92,410.72,-0.004345243
8/25/92,411.61,0.000940066
8/26/92,413.51,0.002000099
8/27/92,413.53,2.10048E-05
8/28/92,414.84,0.001373604
8/31/92,414.03,-0.000848815
9/1/92,416.07,0.002134592
9/2/92,417.98,0.001989099
9/3/92,417.98,0
9/4/92,417.08,-0.000936137
9/7/92,417.08,0
9/8/92,414.44,-0.0027577
9/9/92,416.36,0.002007335
9/10/92,419.95,0.003728586
9/11/92,419.58,-0.000382807
9/14/92,425.27,0.005849969
9/15/92,419.77,-0.00565335
9/16/92,419.92,0.000155162
9/17/92,419.93,1.03422E-05
9/18/92,422.93,0.00309159
9/21/92,422.14,-0.000811987
9/22/92,417.14,-0.005174669
9/23/92,417.44,0.000312225
9/24/92,418.47,0.001070267
9/25/92,414.35,-0.004296986
9/28/92,416.62,0.002372771
9/29/92,416.8,0.000187596
9/30/92,417.8,0.001040725
10/1/92,416.29,-0.001572457
10/2/92,410.47,-0.006114557
10/5/92,407.57,-0.003079212
10/6/92,407.18,-0.000415771
10/7/92,404.25,-0.003136409
10/8/92,407.75,0.003743941
10/9/92,402.66,-0.005455481
10/12/92,407.44,0.005125174
10/13/92,409.3,0.001978081
10/14/92,409.37,7.42683E-05
10/15/92,409.6,0.000243935
10/16/92,411.73,0.002252564
10/19/92,414.98,0.003414654
10/20/92,415.48,0.000522957
10/21/92,415.67,0.000198559
10/22/92,414.9,-0.000805247
10/23/92,414.1,-0.000838204
10/26/92,418.16,0.004237257
10/27/92,418.49,0.000342598
10/28/92,420.13,0.001698609
10/29/92,420.86,0.000753957
10/30/92,418.68,-0.002255435
11/2/92,422.75,0.004201401
11/3/92,419.92,-0.002917057
11/4/92,417.11,-0.002915958
11/5/92,418.34,0.00127879
11/6/92,417.58,-0.000789702
11/9/92,418.59,0.001049159
11/10/92,418.62,3.11244E-05
11/11/92,422.2,0.003698256
11/12/92,422.87,0.000688647
11/13/92,422.43,-0.000452123
11/16/92,420.68,-0.001802888
11/17/92,419.27,-0.001458077
11/18/92,422.85,0.003692546
11/19/92,423.61,0.000779869
11/20/92,426.65,0.003105546
11/23/92,425.12,-0.001560213
11/24/92,427.59,0.002516003
11/25/92,429.19,0.001622055
11/26/92,429.19,0
11/27/92,430.16,0.000980429
11/30/92,431.35,0.001199779
12/1/92,430.78,-0.00057427
12/2/92,429.89,-0.000898189
12/3/92,429.91,2.02044E-05
12/4/92,432.06,0.002166514
12/7/92,435.31,0.003254583
12/8/92,436.99,0.001672855
12/9/92,435.65,-0.00133378
12/10/92,434.64,-0.001008026
12/11/92,433.73,-0.00091023
12/14/92,432.84,-0.000892074
12/15/92,432.57,-0.000270992
12/16/92,431.52,-0.001055467
12/17/92,435.43,0.003917418
12/18/92,441.28,0.005795897
12/21/92,440.7,-0.000571194
12/22/92,440.31,-0.000384502
12/23/92,439.03,-0.001264351
12/24/92,439.77,0.000731402
12/25/92,439.77,0
12/28/92,439.15,-0.000612712
12/29/92,437.98,-0.001158608
12/30/92,438.82,0.000832134
12/31/92,435.71,-0.003088886
1/1/93,435.71,0
1/4/93,435.38,-0.000329053
1/5/93,434.34,-0.001038648
1/6/93,434.52,0.000179944
1/7/93,430.73,-0.00380465
1/8/93,429.05,-0.001697215
1/11/93,430.95,0.001918979
1/12/93,431.04,9.0689E-05
1/13/93,433.03,0.002000411
1/14/93,435.94,0.002908735
1/15/93,437.15,0.001203763
1/18/93,436.84,-0.000308084
1/19/93,435.13,-0.001703372
1/20/93,433.37,-0.001760183
1/21/93,435.49,0.002119343
1/22/93,436.11,0.000617858
1/25/93,440.01,0.003866502
1/26/93,439.95,-5.92247E-05
1/27/93,438.11,-0.001820156
1/28/93,438.66,0.000544868
1/29/93,438.78,0.00011879
2/1/93,442.52,0.00368608
2/2/93,442.56,3.92547E-05
2/3/93,447.2,0.004529636
2/4/93,449.56,0.002285868
2/5/93,448.93,-0.000609034
2/8/93,447.85,-0.00104605
2/9/93,445.33,-0.002450626
2/10/93,446.23,0.000876812
2/11/93,447.66,0.001389526
2/12/93,444.58,-0.002998369
2/15/93,444.58,0
2/16/93,433.91,-0.010550262
2/17/93,433.3,-0.00061097
2/18/93,431.9,-0.001405485
2/19/93,434.22,0.002326619
2/22/93,435.24,0.001018979
2/23/93,434.8,-0.000439266
2/24/93,440.87,0.006021012
2/25/93,442.34,0.001445666
2/26/93,443.38,0.001019885
3/1/93,442.01,-0.001344004
3/2/93,447.9,0.005748968
3/3/93,449.26,0.00131669
3/4/93,447.34,-0.001860019
3/5/93,446.11,-0.001195775
3/8/93,454.71,0.008292547
3/9/93,454.4,-0.000296183
3/10/93,456.33,0.001840698
3/11/93,453.72,-0.002491098
3/12/93,449.83,-0.003739507
3/15/93,451.43,0.001542001
3/16/93,451.37,-5.77263E-05
3/17/93,448.31,-0.002954264
3/18/93,451.89,0.003454304
3/19/93,450.18,-0.001646534
3/22/93,448.88,-0.001255941
3/23/93,448.76,-0.000116116
3/24/93,448.07,-0.000668272
3/25/93,450.88,0.002715104
3/26/93,447.78,-0.002996279
3/29/93,450.77,0.002890313
3/30/93,451.97,0.001154604
3/31/93,451.67,-0.000288363
4/1/93,450.3,-0.001319299
4/2/93,441.39,-0.008679457
4/5/93,442.29,0.000884631
4/6/93,441.16,-0.001110992
4/7/93,442.73,0.001542823
4/8/93,441.84,-0.000873921
4/9/93,441.84,0
4/12/93,448.37,0.006371516
4/13/93,449.22,0.000822537
4/14/93,448.66,-0.000541732
4/15/93,448.4,-0.000251748
4/16/93,448.94,0.000522698
4/19/93,447.46,-0.001434084
4/20/93,445.1,-0.002296624
4/21/93,443.63,-0.001436687
4/22/93,439.46,-0.004101556
4/23/93,437.03,-0.002408101
4/26/93,433.54,-0.003482077
4/27/93,438.01,0.004454853
4/28/93,438.02,9.91506E-06
4/29/93,438.89,0.000861745
4/30/93,440.19,0.001284487
5/3/93,442.46,0.002233843
5/4/93,444.05,0.001557859
5/5/93,444.52,0.000459431
5/6/93,443.26,-0.001232764
5/7/93,442.31,-0.000931784
5/10/93,442.8,0.000480854
5/11/93,444.36,0.001527346
5/12/93,444.8,0.00042982
5/13/93,439.23,-0.005472783
5/14/93,439.56,0.000326169
5/17/93,440.37,0.00079956
5/18/93,440.32,-4.9313E-05
5/19/93,447.57,0.007092556
5/20/93,450.59,0.00292058
5/21/93,445.84,-0.004602519
5/24/93,448,0.002098984
5/25/93,448.85,0.000823216
5/26/93,453.44,0.004418599
5/27/93,452.41,-0.000987633
5/28/93,450.19,-0.002136352
5/31/93,450.19,0
6/1/93,453.83,0.003497357
6/2/93,453.85,1.91387E-05
6/3/93,452.49,-0.001303354
6/4/93,450.06,-0.00233857
6/7/93,447.69,-0.002293022
6/8/93,444.71,-0.002900498
6/9/93,445.78,0.001043685
6/10/93,445.38,-0.000389869
6/11/93,447.26,0.001829349
6/14/93,447.71,0.000436735
6/15/93,446.27,-0.001399102
6/16/93,447.43,0.001127407
6/17/93,448.54,0.001076079
6/18/93,443.68,-0.004731326
6/21/93,446.22,0.00247918
6/22/93,445.93,-0.000282341
6/23/93,443.19,-0.002676738
6/24/93,446.62,0.003348215
6/25/93,447.6,0.000951911
6/28/93,451.85,0.004104209
6/29/93,450.69,-0.001116365
6/30/93,450.53,-0.000154207
7/1/93,449.02,-0.00145803
7/2/93,445.84,-0.003086655
7/5/93,445.84,0
7/6/93,441.43,-0.004317185
7/7/93,442.83,0.00137519
7/8/93,448.64,0.005660957
7/9/93,448.13,-0.000493973
7/12/93,448.98,0.000822977
7/13/93,448.09,-0.000861744
7/14/93,450.08,0.001924463
7/15/93,449.22,-0.000830631
7/16/93,445.75,-0.003367732
7/19/93,446.03,0.000272719
7/20/93,447.31,0.001244537
7/21/93,447.18,-0.000126236
7/22/93,444.51,-0.002600836
7/23/93,447.1,0.002523134
7/26/93,449.09,0.001928715
7/27/93,448.24,-0.000822775
7/28/93,447.19,-0.001018526
7/29/93,450.24,0.002951992
7/30/93,448.13,-0.002040057
8/2/93,450.15,0.001953236
8/3/93,449.27,-0.000849835
8/4/93,448.54,-0.000706241
8/5/93,448.13,-0.00039716
8/6/93,448.68,0.000532693
8/9/93,450.72,0.001970118
8/10/93,449.45,-0.001225445
8/11/93,450.46,0.000974848
8/12/93,448.96,-0.001448583
8/13/93,450.14,0.001139957
8/16/93,452.38,0.00215579
8/17/93,453.13,0.00071942
8/18/93,456.04,0.002780121
8/19/93,456.43,0.000371245
8/20/93,456.16,-0.000256982
8/23/93,455.23,-0.000886325
8/24/93,459.77,0.004309755
8/25/93,460.13,0.00033992
8/26/93,461.04,0.000858057
8/27/93,460.54,-0.00047125
8/30/93,461.9,0.001280606
8/31/93,463.56,0.001557992
9/1/93,463.15,-0.000384286
9/2/93,461.3,-0.001738214
9/3/93,461.34,3.76567E-05
9/6/93,461.34,0
9/7/93,458.52,-0.002662828
9/8/93,456.65,-0.001774822
9/9/93,457.5,0.000807636
9/10/93,461.72,0.003987589
9/13/93,462.06,0.000319687
9/14/93,459.9,-0.002034964
9/15/93,461.6,0.001602391
9/16/93,459.43,-0.00204645
9/17/93,458.83,-0.000567545
9/20/93,455.05,-0.003592687
9/21/93,452.95,-0.002008855
9/22/93,456.2,0.003105017
9/23/93,457.74,0.001463584
9/24/93,457.63,-0.000104378
9/27/93,461.8,0.003939442
9/28/93,461.53,-0.000253993
9/29/93,460.11,-0.001338264
9/30/93,458.93,-0.001115224
10/1/93,461.29,0.002227592
10/4/93,461.34,4.70714E-05
10/5/93,461.2,-0.000131813
10/6/93,460.74,-0.000433381
10/7/93,459.18,-0.001472954
10/8/93,460.31,0.001067446
10/11/93,460.88,0.000537452
10/12/93,461.12,0.000226097
10/13/93,461.49,0.000348336
10/14/93,466.83,0.004996463
10/15/93,469.5,0.002476839
10/18/93,468.45,-0.000972353
10/19/93,466.21,-0.002081659
10/20/93,466.07,-0.000130436
10/21/93,465.36,-0.000662098
10/22/93,463.27,-0.001954873
10/25/93,464.2,0.000870959
10/26/93,464.3,9.35475E-05
10/27/93,464.61,0.000289869
10/28/93,467.73,0.002906673
10/29/93,467.83,9.28416E-05
11/1/93,469.1,0.001177365
11/2/93,468.44,-0.000611461
11/3/93,463.02,-0.005054222
11/4/93,457.49,-0.005218145
11/5/93,459.57,0.001970065
11/8/93,460.21,0.00060438
11/9/93,460.33,0.000113228
11/10/93,463.72,0.003186548
11/11/93,462.64,-0.001012648
11/12/93,465.39,0.002573868
11/15/93,463.75,-0.001533125
11/16/93,466.74,0.002791099
11/17/93,464.81,-0.001799559
11/18/93,463.62,-0.0011133
11/19/93,462.6,-0.000956534
11/22/93,459.13,-0.003269958
11/23/93,461.03,0.001793516
11/24/93,462.36,0.001251068
11/25/93,462.36,0
11/26/93,463.06,0.000657012
11/29/93,461.9,-0.001089305
11/30/93,461.79,-0.000103438
12/1/93,461.89,9.40357E-05
12/2/93,463.11,0.001145599
12/3/93,464.89,0.001666046
12/6/93,466.43,0.001436271
12/7/93,466.76,0.000307155
12/8/93,466.29,-0.000437529
12/9/93,464.18,-0.001969678
12/10/93,463.93,-0.000233967
12/13/93,465.7,0.001653781
12/14/93,463.06,-0.00246897
12/15/93,461.84,-0.001145723
12/16/93,463.34,0.00140825
12/17/93,466.38,0.002840124
12/20/93,465.85,-0.000493818
12/21/93,465.3,-0.000513047
12/22/93,467.32,0.001881315
12/23/93,467.38,5.57562E-05
12/24/93,467.38,0
12/27/93,470.54,0.002926424
12/28/93,470.94,0.000369031
12/29/93,470.58,-0.000332114
12/30/93,468.64,-0.001794111
12/31/93,466.45,-0.002034257
1/3/94,465.44,-0.000941394
1/4/94,466.89,0.001350868
1/5/94,467.55,0.000613489
1/6/94,467.12,-0.000399599
1/7/94,469.9,0.002576983
1/10/94,475.27,0.004934957
1/11/94,474.13,-0.001042966
1/12/94,474.17,3.66377E-05
1/13/94,472.47,-0.001559836
1/14/94,474.91,0.002237077
1/17/94,473.3,-0.00147481
1/18/94,474.25,0.000870835
1/19/94,474.3,4.57851E-05
1/20/94,474.98,0.000622199
1/21/94,474.72,-0.000237794
1/24/94,471.97,-0.002523135
1/25/94,470.92,-0.000967259
1/26/94,473.2,0.002097601
1/27/94,477.05,0.003519164
1/28/94,478.7,0.001499527
1/31/94,481.61,0.002632068
2/1/94,479.62,-0.001798211
2/2/94,482,0.002149753
2/3/94,480.71,-0.001163882
2/4/94,469.81,-0.0099609
2/7/94,471.76,0.001798858
2/8/94,471.05,-0.000654107
2/9/94,472.77,0.001582902
2/10/94,468.93,-0.003541892
2/11/94,470.18,0.001156134
2/14/94,470.23,4.61814E-05
2/15/94,472.52,0.002109862
2/16/94,472.79,0.000248087
2/17/94,470.34,-0.002256367
2/18/94,467.69,-0.002453831
2/21/94,467.69,0
2/22/94,471.46,0.003486768
2/23/94,470.69,-0.00070988
2/24/94,464.26,-0.005973705
2/25/94,466.07,0.001689882
2/28/94,467.14,0.000995907
3/1/94,464.44,-0.00251744
3/2/94,464.81,0.000345847
3/3/94,463.01,-0.001685092
3/4/94,464.74,0.001619683
3/7/94,466.91,0.002023122
3/8/94,465.88,-0.000959109
3/9/94,467.06,0.001098608
3/10/94,463.9,-0.002948302
3/11/94,466.44,0.002371414
3/14/94,467.39,0.00088363
3/15/94,467.01,-0.000353236
3/16/94,469.42,0.002235409
3/17/94,470.9,0.001367101
3/18/94,471.06,0.000147537
3/21/94,468.54,-0.002329555
3/22/94,468.8,0.00024093
3/23/94,468.54,-0.00024093
3/24/94,464.35,-0.003901223
3/25/94,460.58,-0.003540374
3/28/94,460,-0.000547244
3/29/94,452.48,-0.007158444
3/30/94,445.55,-0.00670294
3/31/94,445.77,0.000214389
4/1/94,445.77,0
4/4/94,438.92,-0.006725467
4/5/94,448.29,0.009173681
4/6/94,448.05,-0.00023257
4/7/94,450.88,0.00273449
4/8/94,447.1,-0.003656302
4/11/94,449.87,0.002682363
4/12/94,447.57,-0.002226064
4/13/94,446.26,-0.001273008
4/14/94,446.38,0.000116767
4/15/94,446.18,-0.000194629
4/18/94,442.46,-0.003636084
4/19/94,442.54,7.85165E-05
4/20/94,441.96,-0.000569567
4/21/94,448.73,0.006602141
4/22/94,447.63,-0.00106592
4/25/94,452.71,0.004900903
4/26/94,451.87,-0.000806579
4/27/94,451.87,0
4/28/94,449.1,-0.002670454
4/29/94,450.91,0.001746812
5/2/94,453.02,0.002027509
5/3/94,453.03,9.58655E-06
5/4/94,451.72,-0.001257643
5/5/94,451.38,-0.000327007
5/6/94,447.82,-0.003438827
5/9/94,442.32,-0.005366909
5/10/94,446.01,0.003608019
5/11/94,441.49,-0.004423725
5/12/94,443.75,0.002217495
5/13/94,444.14,0.000381522
5/16/94,444.49,0.000342107
5/17/94,449.37,0.004742081
5/18/94,453.69,0.004155131
5/19/94,456.48,0.002662547
5/20/94,454.92,-0.001486724
5/23/94,453.2,-0.001645129
5/24/94,454.81,0.001540104
5/25/94,456.34,0.001458533
5/26/94,457.06,0.000684677
5/27/94,457.33,0.000256476
5/30/94,457.33,0
5/31/94,456.5,-0.000788909
6/1/94,457.63,0.001073705
6/2/94,457.65,1.89797E-05
6/3/94,460.13,0.002347083
6/6/94,458.88,-0.00118142
6/7/94,458.21,-0.000634567
6/8/94,457.06,-0.001091348
6/9/94,457.86,0.000759489
6/10/94,458.67,0.000767631
6/13/94,459.1,0.000406957
6/14/94,462.37,0.003082355
6/15/94,460.61,-0.001656286
6/16/94,461.93,0.001242806
6/17/94,458.45,-0.003284191
6/20/94,455.48,-0.002822665
6/21/94,451.34,-0.003965487
6/22/94,453.09,0.001680653
6/23/94,449.63,-0.003329197
6/24/94,442.8,-0.006647668
6/27/94,447.31,0.004400995
6/28/94,446.07,-0.001205591
6/29/94,447.63,0.001516169
6/30/94,444.27,-0.003272197
7/1/94,446.2,0.001882578
7/4/94,446.2,0
7/5/94,446.37,0.000165433
7/6/94,446.13,-0.00023357
7/7/94,448.38,0.002184804
7/8/94,449.55,0.001131769
7/11/94,448.06,-0.001441827
7/12/94,447.95,-0.000106634
7/13/94,448.73,0.000755564
7/14/94,453.41,0.004505989
7/15/94,454.16,0.000717787
7/18/94,455.22,0.001012453
7/19/94,453.86,-0.001299426
7/20/94,451.6,-0.002167976
7/21/94,452.61,0.000970212
7/22/94,453.11,0.000479502
7/25/94,454.25,0.001091289
7/26/94,453.36,-0.000851736
7/27/94,452.57,-0.000757438
7/28/94,454.23,0.001590052
7/29/94,458.26,0.003836137
8/1/94,461.01,0.002598395
8/2/94,460.56,-0.00042413
8/3/94,461.45,0.000838434
8/4/94,458.4,-0.002880041
8/5/94,457.09,-0.001242889
8/8/94,457.89,0.000759439
8/9/94,457.93,3.79371E-05
8/10/94,460.3,0.002241879
8/11/94,458.88,-0.001341845
8/12/94,461.94,0.00288644
