,SP500,logSP500
5/31/74,87.28,-0.000745741
6/3/74,89.1,0.008962966
6/4/74,90.14,0.00503985
6/5/74,90.31,0.000818289
6/6/74,91.96,0.00786312
6/7/74,92.55,0.00277746
6/10/74,93.1,0.002573258
6/11/74,92.28,-0.003842095
6/12/74,92.06,-0.001036615
6/13/74,92.34,0.0013189
6/14/74,91.3,-0.004919093
6/17/74,90.04,-0.006035291
6/18/74,89.45,-0.002855141
6/19/74,88.84,-0.002971795
6/20/74,88.21,-0.003090728
6/21/74,87.46,-0.003708349
6/24/74,87.69,0.001140597
6/25/74,88.98,0.006342331
6/26/74,87.67,-0.006441395
6/27/74,86.31,-0.00678989
6/28/74,86,-0.001562665
7/1/74,86.02,0.000100987
7/2/74,84.3,-0.008771864
7/3/74,84.25,-0.000257665
7/4/74,84.25,0
7/5/74,83.66,-0.003052049
7/8/74,81.09,-0.01355056
7/9/74,81.48,0.00208372
7/10/74,79.99,-0.008015324
7/11/74,79.89,-0.000543276
7/12/74,83.15,0.017369832
7/15/74,83.78,0.003278102
7/16/74,82.81,-0.005057571
7/17/74,83.7,0.004642673
7/18/74,83.78,0.000414898
7/19/74,83.54,-0.001245885
7/22/74,83.81,0.00140137
7/23/74,84.65,0.004331122
7/24/74,84.99,0.001740867
7/25/74,83.98,-0.005191959
7/26/74,82.4,-0.008248659
7/29/74,80.94,-0.007764012
7/30/74,80.5,-0.00236732
7/31/74,79.31,-0.00646793
8/1/74,78.75,-0.003077387
8/2/74,78.59,-0.000883274
8/5/74,79.29,0.003851129
8/6/74,80.52,0.006685348
8/7/74,82.65,0.011339092
8/8/74,81.57,-0.005712396
8/9/74,80.86,-0.003796725
8/12/74,79.75,-0.006003045
8/13/74,78.49,-0.006916363
8/14/74,76.73,-0.009849131
8/15/74,76.3,-0.00244066
8/16/74,75.67,-0.003600804
8/19/74,74.57,-0.006359591
8/20/74,74.95,0.002207494
8/21/74,73.51,-0.008425214
8/22/74,72.8,-0.004215043
8/23/74,71.55,-0.007521741
8/26/74,72.16,0.003686886
8/27/74,70.94,-0.00740534
8/28/74,70.76,-0.00110336
8/29/74,69.99,-0.004751831
8/30/74,72.15,0.013200342
9/2/74,72.15,0
9/3/74,70.52,-0.009924032
9/4/74,68.69,-0.011418787
9/5/74,70.87,0.013568916
9/6/74,71.42,0.003357413
9/9/74,69.72,-0.010462467
9/10/74,69.24,-0.003000319
9/11/74,68.55,-0.0043496
9/12/74,66.71,-0.011816518
9/13/74,65.2,-0.009943345
9/16/74,66.23,0.006807159
9/17/74,67.38,0.007476252
9/18/74,67.72,0.002185943
9/19/74,70.09,0.014939111
9/20/74,70.14,0.000309702
9/23/74,69.42,-0.004481152
9/24/74,68.02,-0.008847982
9/25/74,67.57,-0.002882709
9/26/74,66.46,-0.007193582
9/27/74,64.94,-0.010048053
9/30/74,63.54,-0.009465074
10/1/74,63.39,-0.001026459
10/2/74,63.38,-6.85169E-05
10/3/74,62.28,-0.007603631
10/4/74,62.34,0.000418194
10/7/74,64.95,0.017812357
10/8/74,64.84,-0.000736149
10/9/74,67.82,0.019514779
10/10/74,69.79,0.012435413
10/11/74,71.14,0.008320663
10/14/74,72.74,0.009659436
10/15/74,71.44,-0.007831851
10/16/74,70.33,-0.006800828
10/17/74,71.17,0.005156348
10/18/74,72.28,0.006721178
10/21/74,73.5,0.007269195
10/22/74,73.13,-0.002191766
10/23/74,71.03,-0.012653759
10/24/74,70.22,-0.00498099
10/25/74,70.12,-0.000618918
10/28/74,70.09,-0.000185847
10/29/74,72.83,0.01665425
10/30/74,74.31,0.008736951
10/31/74,73.9,-0.002402823
11/1/74,73.88,-0.000117552
11/4/74,73.08,-0.004728348
11/5/74,75.11,0.011899223
11/6/74,74.75,-0.002086565
11/7/74,75.21,0.002664392
11/8/74,74.91,-0.001735792
11/11/74,75.15,0.001389188
11/12/74,73.67,-0.008638315
11/13/74,73.35,-0.001890552
11/14/74,73.06,-0.00172045
11/15/74,71.91,-0.006890379
11/18/74,69.27,-0.016244101
11/19/74,68.2,-0.006760813
11/20/74,67.9,-0.0019146
11/21/74,68.18,0.001787223
11/22/74,68.9,0.004562225
11/25/74,68.83,-0.000441452
11/26/74,69.47,0.004019529
11/27/74,69.94,0.002928329
11/28/74,69.94,0
11/29/74,69.97,0.000186246
12/2/74,68.11,-0.011700994
12/3/74,67.17,-0.006035532
12/4/74,67.41,0.001548979
12/5/74,66.13,-0.008325804
12/6/74,65.01,-0.007418357
12/9/74,65.6,0.003923673
12/10/74,67.28,0.010982143
12/11/74,67.67,0.002510194
12/12/74,67.45,-0.001414222
12/13/74,67.07,-0.002453648
12/16/74,66.46,-0.003967969
12/17/74,67.58,0.00725785
12/18/74,67.9,0.002051587
12/19/74,67.65,-0.001601973
12/20/74,66.91,-0.004776771
12/23/74,65.96,-0.006210383
12/24/74,66.88,0.006015617
12/25/74,66.88,0
12/26/74,67.44,0.003621297
12/27/74,67.14,-0.001936225
12/30/74,67.16,0.000129351
12/31/74,68.56,0.008960121
1/1/75,68.56,0
1/2/75,70.23,0.01045186
1/3/75,70.71,0.002958169
1/6/75,71.07,0.002205478
1/7/75,71.02,-0.000305647
1/8/75,70.04,-0.006034531
1/9/75,71.17,0.006950828
1/10/75,72.61,0.008699471
1/13/75,72.31,-0.001798075
1/14/75,71.68,-0.003800365
1/15/75,72.14,0.002778141
1/16/75,72.05,-0.000542153
1/17/75,70.96,-0.006620378
1/20/75,71.08,0.000733812
1/21/75,70.7,-0.002328005
1/22/75,71.74,0.006341959
1/23/75,72.07,0.00199315
1/24/75,72.98,0.005449337
1/27/75,75.37,0.013994656
1/28/75,76.03,0.003786475
1/29/75,77.26,0.006969713
1/30/75,76.21,-0.005942742
1/31/75,76.98,0.004365945
2/3/75,77.82,0.00471332
2/4/75,77.61,-0.001173543
2/5/75,78.95,0.007434451
2/6/75,78.56,-0.00215066
2/7/75,78.63,0.000386801
2/10/75,78.36,-0.001493848
2/11/75,78.58,0.001217597
2/12/75,79.92,0.007343451
2/13/75,81.01,0.005883157
2/14/75,81.5,0.002618977
2/17/75,81.5,0
2/18/75,80.93,-0.003048068
2/19/75,81.44,0.002728225
2/20/75,82.21,0.004086883
2/21/75,82.62,0.002160542
2/24/75,81.44,-0.006247426
2/25/75,79.53,-0.010306783
2/26/75,80.37,0.004562986
2/27/75,80.77,0.002156115
2/28/75,81.59,0.00438685
3/3/75,83.03,0.007598105
3/4/75,83.56,0.002763393
3/5/75,82.9,-0.003443901
3/6/75,83.69,0.004119037
3/7/75,84.3,0.003154007
3/10/75,84.95,0.003335809
3/11/75,84.36,-0.003026812
3/12/75,83.59,-0.003982246
3/13/75,83.74,0.000778631
3/14/75,84.76,0.005257991
3/17/75,86.01,0.006358
3/18/75,85.13,-0.004466314
3/19/75,84.34,-0.004049037
3/20/75,83.61,-0.003775373
3/21/75,83.39,-0.00114425
3/24/75,81.42,-0.010382876
3/25/75,82.06,0.003400415
3/26/75,83.59,0.008022813
3/27/75,83.85,0.001348742
3/28/75,83.85,0
3/31/75,83.36,-0.002545361
4/1/75,82.64,-0.003767397
4/2/75,82.43,-0.001105009
4/3/75,81.51,-0.004874407
4/4/75,80.88,-0.003369751
4/7/75,80.35,-0.002855261
4/8/75,80.99,0.003445518
4/9/75,82.84,0.009808691
4/10/75,83.77,0.004848425
4/11/75,84.18,0.002120406
4/14/75,85.6,0.007264843
4/15/75,86.3,0.003537031
4/16/75,86.6,0.001507096
4/17/75,87.25,0.003247544
4/18/75,86.3,-0.00475464
4/21/75,87.23,0.004655077
4/22/75,87.09,-0.000697582
4/23/75,86.12,-0.004864269
4/24/75,86.04,-0.000403619
4/25/75,86.62,0.002917778
4/28/75,86.23,-0.001959793
4/29/75,85.64,-0.002981727
4/30/75,87.3,0.008337585
5/1/75,88.1,0.003961665
5/2/75,89.22,0.00548631
5/5/75,90.08,0.004166159
5/6/75,88.64,-0.00699863
5/7/75,89.08,0.002150461
5/8/75,89.56,0.002333877
5/9/75,90.53,0.004678435
5/12/75,90.61,0.00038361
5/13/75,91.58,0.004624509
5/14/75,92.27,0.003259881
5/15/75,91.41,-0.004066812
5/16/75,90.43,-0.004681178
5/19/75,90.53,0.00047999
5/20/75,90.07,-0.002212358
5/21/75,89.06,-0.004897472
5/22/75,89.39,0.001606246
5/23/75,90.58,0.005743379
5/26/75,90.58,0
5/27/75,90.34,-0.00115223
5/28/75,89.71,-0.00303923
5/29/75,89.68,-0.000145257
5/30/75,91.15,0.007061073
6/2/75,92.58,0.006760503
6/3/75,92.89,0.001451786
6/4/75,92.6,-0.001357976
6/5/75,92.69,0.000421895
6/6/75,92.48,-0.000985061
6/9/75,91.21,-0.006005365
6/10/75,90.44,-0.003681902
6/11/75,90.55,0.000527901
6/12/75,90.08,-0.002260077
6/13/75,90.52,0.002116168
6/16/75,91.46,0.004486652
6/17/75,90.58,-0.004198881
6/18/75,90.39,-0.00091193
6/19/75,92.02,0.007761843
6/20/75,92.61,0.002775655
6/23/75,93.62,0.004710753
6/24/75,94.19,0.00263616
6/25/75,94.62,0.001978147
6/26/75,94.81,0.000871203
6/27/75,94.81,0
6/30/75,95.19,0.00173718
7/1/75,94.85,-0.001553992
7/2/75,94.18,-0.003078649
7/3/75,94.36,0.000829246
7/4/75,94.36,0
7/7/75,93.54,-0.003790567
7/8/75,93.39,-0.00069699
7/9/75,94.8,0.006507962
7/10/75,94.81,4.58092E-05
7/11/75,94.66,-0.000687646
7/14/75,95.19,0.002424827
7/15/75,95.61,0.001911991
7/16/75,94.61,-0.004566276
7/17/75,93.63,-0.004522019
7/18/75,93.2,-0.001999111
7/21/75,92.44,-0.003555976
7/22/75,91.45,-0.004676227
7/23/75,90.18,-0.006073479
7/24/75,90.07,-0.000530068
7/25/75,89.29,-0.00377734
7/28/75,88.69,-0.002928168
7/29/75,88.19,-0.002455312
7/30/75,88.83,0.00314032
7/31/75,88.75,-0.0003913
8/1/75,87.99,-0.003735044
8/4/75,87.15,-0.004165926
8/5/75,86.23,-0.004609005
8/6/75,86.25,0.000100718
8/7/75,86.3,0.000251692
8/8/75,86.02,-0.001411357
8/11/75,86.55,0.002667634
8/12/75,87.12,0.002850795
8/13/75,85.97,-0.00577094
8/14/75,85.6,-0.001873162
8/15/75,86.36,0.003838869
8/18/75,86.2,-0.000805368
8/19/75,84.95,-0.006343883
8/20/75,83.22,-0.008935672
8/21/75,83.07,-0.000783501
8/22/75,84.28,0.006280316
8/25/75,85.06,0.004000851
8/26/75,83.96,-0.005652948
8/27/75,84.43,0.002424359
8/28/75,86.4,0.010016953
8/29/75,86.88,0.00240607
9/1/75,86.88,0
9/2/75,85.48,-0.007055299
9/3/75,86.03,0.002785409
9/4/75,86.2,0.000857343
9/5/75,85.62,-0.002932042
9/8/75,85.89,0.001367379
9/9/75,84.6,-0.00657224
9/10/75,83.79,-0.004178173
9/11/75,83.45,-0.001765849
9/12/75,83.3,-0.00078134
9/15/75,82.88,-0.002195259
9/16/75,82.09,-0.004159487
9/17/75,82.37,0.00147881
9/18/75,84.06,0.00882032
9/19/75,85.88,0.00930265
9/22/75,85.07,-0.004115603
9/23/75,84.94,-0.000664176
9/24/75,85.74,0.004071223
9/25/75,85.64,-0.000506821
9/26/75,86.19,0.002780222
9/29/75,85.03,-0.005884702
9/30/75,83.87,-0.005965536
10/1/75,82.93,-0.004894978
10/2/75,83.82,0.004635991
10/3/75,85.95,0.010898225
10/6/75,86.88,0.004673931
10/7/75,86.77,-0.000550215
10/8/75,87.94,0.005816864
10/9/75,88.37,0.002118394
10/10/75,88.21,-0.000787033
10/13/75,89.46,0.006111072
10/14/75,89.28,-0.000874712
10/15/75,89.23,-0.000243289
10/16/75,89.37,0.000680865
10/17/75,88.86,-0.002485449
10/20/75,89.82,0.004666742
10/21/75,90.56,0.003563363
10/22/75,90.71,0.000718753
10/23/75,91.24,0.00253011
10/24/75,89.83,-0.006763877
10/27/75,89.73,-0.000483732
10/28/75,90.51,0.003758897
10/29/75,89.39,-0.005407628
10/30/75,89.31,-0.000388848
10/31/75,89.04,-0.001314938
11/3/75,88.09,-0.004658541
11/4/75,88.51,0.002065731
11/5/75,89.15,0.003129007
11/6/75,89.55,0.001944243
11/7/75,89.33,-0.001068256
11/10/75,89.34,4.86141E-05
11/11/75,89.87,0.002568794
11/12/75,91.19,0.006332474
11/13/75,91.04,-0.000714967
11/14/75,90.97,-0.000334054
11/17/75,91.46,0.002333002
11/18/75,91,-0.002189805
11/19/75,89.98,-0.004895403
11/20/75,89.64,-0.001644141
11/21/75,89.53,-0.000533263
11/24/75,89.7,0.000823859
11/25/75,90.71,0.004862724
11/26/75,90.94,0.001099783
11/27/75,90.94,0
11/28/75,91.24,0.001430327
12/1/75,90.67,-0.002721661
12/2/75,89.33,-0.006466282
12/3/75,87.6,-0.008493228
12/4/75,87.84,0.001188221
12/5/75,86.82,-0.005072546
12/8/75,87.07,0.001248763
12/9/75,87.3,0.001145699
12/10/75,88.08,0.003863062
12/11/75,87.8,-0.00138279
12/12/75,87.83,0.000148367
12/15/75,88.09,0.001283727
12/16/75,88.93,0.004121682
12/17/75,89.15,0.001073055
12/18/75,89.43,0.001361883
12/19/75,88.8,-0.003070265
12/22/75,88.14,-0.00323992
12/23/75,88.73,0.002897435
12/24/75,89.46,0.003558412
12/25/75,89.46,0
12/26/75,90.25,0.003818317
12/29/75,90.13,-0.00057784
12/30/75,89.77,-0.001738146
12/31/75,90.19,0.002027162
1/1/76,90.19,0
1/2/76,90.9,0.003405496
1/5/76,92.58,0.007953293
1/6/76,93.53,0.004433758
1/7/76,93.95,0.00194585
1/8/76,94.58,0.002902525
1/9/76,94.95,0.001695659
1/12/76,96.33,0.006266591
1/13/76,95.57,-0.003439974
1/14/76,97.13,0.007031803
1/15/76,96.61,-0.002331307
1/16/76,97,0.001749652
1/19/76,98.32,0.005870136
1/20/76,98.86,0.002378736
1/21/76,98.24,-0.002732252
1/22/76,98.04,-0.000885051
1/23/76,99.21,0.005152147
1/26/76,99.68,0.00205258
1/27/76,99.07,-0.002665866
1/28/76,98.53,-0.00237368
1/29/76,100.11,0.006908979
1/30/76,100.86,0.003241502
2/2/76,100.87,4.3057E-05
2/3/76,101.18,0.001332654
2/4/76,101.91,0.003122127
2/5/76,100.39,-0.006526347
2/6/76,99.46,-0.004041999
2/9/76,99.62,0.000698083
2/10/76,100.47,0.003689865
2/11/76,100.77,0.001294856
2/12/76,100.25,-0.002246877
2/13/76,99.67,-0.002519923
2/16/76,99.67,0
2/17/76,99.05,-0.002709978
2/18/76,99.85,0.003493589
2/19/76,101.41,0.006732714
2/20/76,102.1,0.002944959
2/23/76,101.61,-0.002089291
2/24/76,102.03,0.001791435
2/25/76,101.69,-0.001449639
2/26/76,100.11,-0.006800786
2/27/76,99.71,-0.001738745
3/1/76,100.02,0.001348134
3/2/76,100.56,0.002338414
3/3/76,99.98,-0.002512132
3/4/76,98.92,-0.004629025
3/5/76,99.11,0.000833368
3/8/76,100.19,0.0047069
3/9/76,100.58,0.001687255
3/10/76,100.94,0.001551669
3/11/76,101.89,0.004068262
3/12/76,100.86,-0.004412598
3/15/76,99.8,-0.004588423
3/16/76,100.92,0.004846701
3/17/76,100.86,-0.000258278
3/18/76,100.45,-0.001769023
3/19/76,100.58,0.00056169
3/22/76,100.71,0.000560965
3/23/76,102.24,0.006548245
3/24/76,103.42,0.004983693
3/25/76,102.85,-0.002400237
3/26/76,102.85,0
3/29/76,102.41,-0.00186193
3/30/76,102.01,-0.001699619
3/31/76,102.77,0.003223609
4/1/76,102.24,-0.002245516
4/2/76,102.25,4.24759E-05
4/5/76,103.51,0.005318992
4/6/76,103.36,-0.000629808
4/7/76,102.21,-0.004859112
4/8/76,101.28,-0.003969696
4/9/76,100.35,-0.004006316
4/12/76,100.2,-0.000649655
4/13/76,101.05,0.003668596
4/14/76,100.31,-0.003192087
4/15/76,100.67,0.001555838
4/16/76,100.67,0
4/19/76,101.44,0.003309172
4/20/76,102.87,0.006079499
4/21/76,103.32,0.001895658
4/22/76,102.98,-0.00143151
4/23/76,102.29,-0.002919709
4/26/76,102.43,0.000593994
4/27/76,101.86,-0.002423501
4/28/76,102.13,0.00114966
4/29/76,102.13,0
4/30/76,101.64,-0.002088676
5/3/76,100.92,-0.003087415
5/4/76,101.42,0.002146364
5/5/76,100.88,-0.002318533
5/6/76,101.16,0.001203747
5/7/76,101.88,0.003080116
5/10/76,103.1,0.005169729
5/11/76,102.95,-0.000632314
5/12/76,102.77,-0.000759994
5/13/76,102.16,-0.002585472
5/14/76,101.34,-0.003499984
5/17/76,101.09,-0.001072703
5/18/76,101.26,0.000729727
5/19/76,101.18,-0.000343248
5/20/76,102,0.003505497
5/21/76,101.26,-0.003162249
5/24/76,99.44,-0.007876807
5/25/76,99.49,0.000218315
5/26/76,99.34,-0.000655275
5/27/76,99.38,0.000174837
5/28/76,100.18,0.003482035
5/31/76,100.18,0
6/1/76,99.85,-0.001432958
6/2/76,100.22,0.001606329
6/3/76,100.13,-0.000390182
6/4/76,99.15,-0.004271498
6/7/76,98.63,-0.002283685
6/8/76,98.8,0.000747911
6/9/76,98.74,-0.000263822
6/10/76,99.56,0.003591765
6/11/76,100.92,0.005892354
6/14/76,101.95,0.004409988
6/15/76,101.46,-0.002092372
6/16/76,102.01,0.00234789
6/17/76,103.61,0.006758926
6/18/76,103.76,0.000628289
6/21/76,104.28,0.002171059
6/22/76,103.47,-0.003386573
6/23/76,103.25,-0.000924389
6/24/76,103,-0.001052836
6/25/76,103.72,0.003025283
6/28/76,103.43,-0.001215983
6/29/76,103.86,0.001801794
6/30/76,104.28,0.001752704
7/1/76,103.59,-0.002883189
7/2/76,104.11,0.002174613
7/5/76,104.11,0
7/6/76,103.54,-0.002384286
7/7/76,103.83,0.001214693
7/8/76,103.98,0.000626959
7/9/76,104.98,0.004156755
7/12/76,105.9,0.003789392
7/13/76,105.67,-0.000944253
7/14/76,105.95,0.001149254
7/15/76,105.2,-0.003085221
7/16/76,104.68,-0.002152026
7/19/76,104.29,-0.001621047
7/20/76,103.72,-0.002380159
7/21/76,103.82,0.000418516
7/22/76,103.93,0.000459903
7/23/76,104.06,0.000542894
7/26/76,104.07,4.1733E-05
7/27/76,103.48,-0.002469135
7/28/76,103.05,-0.001808424
7/29/76,102.93,-0.000506023
7/30/76,103.44,0.002146539
8/2/76,103.19,-0.001050899
8/3/76,104.14,0.003979961
8/4/76,104.43,0.001207705
8/5/76,103.85,-0.002418777
8/6/76,103.79,-0.000250989
8/9/76,103.49,-0.001257125
8/10/76,104.41,0.003843709
8/11/76,104.06,-0.001458274
8/12/76,104.22,0.000667247
8/13/76,104.25,0.000124995
8/16/76,104.43,0.000749214
8/17/76,104.8,0.001536005
8/18/76,104.56,-0.000995708
8/19/76,103.39,-0.004887039
8/20/76,102.37,-0.004305832
8/23/76,101.96,-0.001742876
8/24/76,101.27,-0.002949017
8/25/76,102.03,0.003247077
8/26/76,101.32,-0.003032706
8/27/76,101.48,0.000685277
8/30/76,102.07,0.002517656
8/31/76,102.91,0.003559463
9/1/76,104.06,0.004826243
9/2/76,103.92,-0.000584683
9/3/76,104.3,0.00158517
9/6/76,104.3,0
9/7/76,105.03,0.003029057
9/8/76,104.94,-0.000372306
9/9/76,104.4,-0.002240561
9/10/76,104.65,0.001038734
9/13/76,104.29,-0.001496565
9/14/76,103.94,-0.001459955
9/15/76,104.25,0.001293351
9/16/76,105.34,0.00451725
9/17/76,106.27,0.003817367
9/20/76,106.32,0.000204287
9/21/76,107.83,0.006124637
9/22/76,107.46,-0.001492769
9/23/76,106.92,-0.002187886
9/24/76,106.8,-0.000487697
9/27/76,107.27,0.001907028
9/28/76,105.92,-0.005500309
9/29/76,105.37,-0.002260992
9/30/76,105.24,-0.000536141
10/1/76,104.17,-0.004438175
10/4/76,104.03,-0.000584066
10/5/76,103.23,-0.003352671
10/6/76,102.97,-0.001095215
10/7/76,103.54,0.002397448
10/8/76,102.56,-0.004130148
10/11/76,101.64,-0.003913356
10/12/76,100.81,-0.003561042
10/13/76,102.12,0.005607191
10/14/76,100.88,-0.005305733
10/15/76,100.85,-0.000129171
10/18/76,101.47,0.002661758
10/19/76,101.45,-8.5609E-05
10/20/76,101.74,0.001239682
10/21/76,100.77,-0.004160475
10/22/76,99.96,-0.003505011
10/25/76,100.07,0.000477652
10/26/76,101.06,0.004275394
10/27/76,101.76,0.002997804
10/28/76,101.61,-0.000640647
10/29/76,102.9,0.005478923
11/1/76,103.1,0.000843291
11/2/76,103.1,0
11/3/76,101.92,-0.00499925
11/4/76,102.41,0.002082951
11/5/76,100.82,-0.006795673
11/8/76,99.6,-0.005287355
11/9/76,99.32,-0.001222628
11/10/76,98.81,-0.002235812
11/11/76,99.64,0.00363282
11/12/76,99.24,-0.001746963
11/15/76,99.9,0.002878733
11/16/76,100.04,0.000608195
11/17/76,100.61,0.002467466
11/18/76,101.89,0.005490413
11/19/76,101.92,0.000127853
11/22/76,102.59,0.002845615
11/23/76,101.96,-0.002675203
11/24/76,102.41,0.001912539
11/25/76,102.41,0
11/26/76,103.15,0.003126866
11/29/76,102.44,-0.002999663
11/30/76,102.1,-0.001443828
12/1/76,102.49,0.001655751
12/2/76,102.12,-0.001570687
12/3/76,102.76,0.002713289
12/6/76,103.56,0.003367946
12/7/76,103.49,-0.000293655
12/8/76,104.08,0.002468897
12/9/76,104.51,0.001790564
12/10/76,104.7,0.000788834
12/13/76,104.63,-0.000290456
12/14/76,105.07,0.001822507
12/15/76,105.14,0.00028924
12/16/76,104.8,-0.00140669
12/17/76,104.26,-0.002243562
12/20/76,103.65,-0.002548414
12/21/76,104.22,0.002381762
12/22/76,104.71,0.002037091
12/23/76,104.84,0.000538853
12/24/76,104.84,0
12/27/76,106.06,0.005024611
12/28/76,106.77,0.00289762
12/29/76,106.34,-0.001752587
12/30/76,106.88,0.002199789
12/31/76,107.46,0.002350391
1/3/77,107,-0.001863059
1/4/77,105.7,-0.00530879
1/5/77,104.76,-0.003879498
1/6/77,105.02,0.001076524
1/7/77,105.01,-4.13555E-05
1/10/77,105.2,0.000785081
1/11/77,104.12,-0.00448158
1/12/77,103.4,-0.003013621
1/13/77,104.2,0.00334718
1/14/77,104.01,-0.000792623
1/17/77,103.73,-0.001170718
1/18/77,103.32,-0.00171998
1/19/77,103.85,0.002222103
1/20/77,102.97,-0.003695788
1/21/77,103.32,0.001473685
1/24/77,103.25,-0.000294337
1/25/77,103.13,-0.000505043
1/26/77,102.34,-0.003339605
1/27/77,101.79,-0.002340298
1/28/77,101.93,0.00059691
1/31/77,102.03,0.000425862
2/1/77,102.54,0.002165426
2/2/77,102.36,-0.000763036
2/3/77,101.85,-0.002169244
2/4/77,101.88,0.000127903
2/7/77,101.89,4.26259E-05
2/8/77,101.6,-0.001237854
2/9/77,100.73,-0.003734874
2/10/77,100.82,0.000387859
2/11/77,100.22,-0.002592295
2/14/77,100.74,0.002247548
2/15/77,101.04,0.001291391
2/16/77,101.5,0.001972705
2/17/77,100.92,-0.0024888
2/18/77,100.49,-0.001854396
2/21/77,100.49,0
2/22/77,100.49,0
2/23/77,100.19,-0.00129847
2/24/77,99.6,-0.002565038
2/25/77,99.48,-0.000523562
2/28/77,99.82,0.001481789
3/1/77,100.66,0.003639361
3/2/77,100.39,-0.001166472
3/3/77,100.88,0.002114619
3/4/77,101.2,0.001375439
3/7/77,101.25,0.000214519
3/8/77,100.87,-0.001633011
3/9/77,100.1,-0.003327943
3/10/77,100.67,0.002465991
3/11/77,100.65,-8.62894E-05
3/14/77,101.42,0.003309827
3/15/77,101.98,0.002391401
3/16/77,102.17,0.000808386
3/17/77,102.08,-0.000382732
3/18/77,101.86,-0.00093699
3/21/77,101.31,-0.002351356
3/22/77,101,-0.001330942
3/23/77,100.2,-0.003453652
3/24/77,99.7,-0.002172563
3/25/77,99.06,-0.002796835
3/28/77,99,-0.000263129
3/29/77,99.69,0.003016401
3/30/77,98.54,-0.005039038
3/31/77,98.42,-0.000529197
4/1/77,99.21,0.003472089
4/4/77,98.23,-0.004311306
4/5/77,98.01,-0.000973755
4/6/77,97.91,-0.000443339
4/7/77,98.35,0.001947314
4/8/77,98.35,0
4/11/77,98.88,0.002334093
4/12/77,100.15,0.005542496
4/13/77,100.16,4.33622E-05
4/14/77,101,0.003627058
4/15/77,101.04,0.000171964
4/18/77,100.54,-0.002154457
4/19/77,100.07,-0.002034981
4/20/77,100.4,0.001429813
4/21/77,99.75,-0.002820808
4/22/77,98.44,-0.005741299
4/25/77,97.15,-0.0057288
4/26/77,97.11,-0.000178851
4/27/77,97.96,0.003784822
4/28/77,98.2,0.001062711
4/29/77,98.44,0.001060117
5/2/77,98.93,0.002156404
5/3/77,99.43,0.00218943
5/4/77,99.96,0.002308808
5/5/77,100.11,0.000651214
5/6/77,99.49,-0.002698031
5/9/77,99.18,-0.001355327
5/10/77,99.47,0.001268014
5/11/77,98.78,-0.003023096
5/12/77,98.73,-0.000219885
5/13/77,99.03,0.001317642
5/16/77,99.47,0.001925339
5/17/77,99.77,0.001307854
5/18/77,100.3,0.002300961
5/19/77,99.88,-0.001822399
5/20/77,99.45,-0.001873746
5/23/77,98.15,-0.005714484
5/24/77,97.67,-0.002129116
5/25/77,96.77,-0.004020447
5/26/77,97.01,0.001075764
5/27/77,96.27,-0.003325533
5/30/77,96.27,0
5/31/77,96.12,-0.00067721
6/1/77,96.93,0.003644451
6/2/77,96.74,-0.00085213
6/3/77,97.69,0.004244027
6/6/77,97.23,-0.002049824
6/7/77,97.73,0.002227613
6/8/77,98.2,0.002083589
6/9/77,98.14,-0.000265434
6/10/77,98.46,0.001413778
6/13/77,98.74,0.001233291
6/14/77,99.86,0.004898439
6/15/77,99.61,-0.001088622
6/16/77,99.85,0.001045129
6/17/77,99.97,0.000521623
6/20/77,100.42,0.001950525
6/21/77,100.74,0.001381729
6/22/77,100.46,-0.001208773
6/23/77,100.62,0.000691139
6/24/77,101.19,0.002453283
6/27/77,100.98,-0.00090223
6/28/77,100.14,-0.003627779
6/29/77,100.11,-0.000130126
6/30/77,100.48,0.001602165
7/1/77,100.1,-0.001645549
7/4/77,100.1,0
7/5/77,100.09,-4.33882E-05
7/6/77,99.58,-0.002218567
7/7/77,99,-0.002536927
7/8/77,99.79,0.003451828
7/11/77,99.55,-0.001045758
7/12/77,99.45,-0.000436477
7/13/77,99.59,0.000610945
7/14/77,99.59,0
7/15/77,100.18,0.002565295
7/18/77,100.95,0.003325296
7/19/77,101.79,0.003598791
7/20/77,101.73,-0.00025607
7/21/77,101.59,-0.000598084
7/22/77,101.67,0.000341863
7/25/77,100.85,-0.003516921
7/26/77,100.27,-0.002504888
7/27/77,98.64,-0.007117951
7/28/77,98.79,0.000659922
7/29/77,98.85,0.000263688
8/1/77,99.12,0.00118462
8/2/77,98.5,-0.002725063
8/3/77,98.37,-0.000573559
8/4/77,98.74,0.001630451
8/5/77,98.76,8.79584E-05
8/8/77,97.99,-0.003399324
8/9/77,98.05,0.00026584
8/10/77,98.92,0.00383651
8/11/77,98.16,-0.003349558
8/12/77,97.88,-0.001240589
8/15/77,98.18,0.001329067
8/16/77,97.73,-0.001995129
8/17/77,97.74,4.44359E-05
8/18/77,97.68,-0.000266684
8/19/77,97.51,-0.000756494
8/22/77,97.79,0.00124529
8/23/77,97.62,-0.000755643
8/24/77,97.23,-0.001738518
8/25/77,96.15,-0.004850997
8/26/77,96.06,-0.000406706
8/29/77,96.92,0.003870823
8/30/77,96.38,-0.002426484
8/31/77,96.77,0.001753819
9/1/77,96.83,0.000269191
9/2/77,97.45,0.002771912
9/5/77,97.45,0
9/6/77,97.71,0.00115717
9/7/77,98.01,0.001331376
9/8/77,97.28,-0.003246827
